	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.f.1.SmLE.PZQ.ES.RNA.juv.f.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.f.1.SmLE.PZQ.ES.RNA.adu.f.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_056760	0	1	0.406191188610523	0.406182731543924	11342.8757994866	27925.5636854485	protein disulfide isomerase	Protein disulfide-isomerase
gene:Smp_056780	0	1	0.382409938536775	0.382290003262539	782.917457690129	2047.98354157438	Dynein light chain roadblock-type 2	RE64145P, roadblock
gene:Smp_056900	5.74482683646238e-11	0.999999999942552	0.477716754396147	0.477538263873849	555.733416722851	1163.75730152385	Exosome complex component rrp46	Exosome complex component RRP46
gene:Smp_056930	0	1	2.3119711836269	2.31254833062819	2090.74857842618	904.08292239883	Histone-lysine N-methyltransferase 2D	Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog
gene:Smp_056990	0	1	5.80778637661611	5.81181896666494	2755.79436105822	474.162436695772	Glutamate receptor ionotropic, kainate 2	Glutamate receptor ionotropic, kainate 2
gene:Smp_057020	1.33394327376246e-05	0.999986660567262	0.468952687743448	0.468637143704385	313.66879350268	669.332577123055	Probable ATP-dependent RNA helicase DDX31	ATP-dependent RNA helicase MSS116, mitochondrial
gene:Smp_057090	0	1	7.61997770191801	7.67777347076966	349.750686069768	45.5449629591645	Radial spoke head protein 4 homolog A	Cold-shock domain family protein
gene:Smp_057230	0	1	0.496254501704877	0.49570474364377	180.639957443081	364.420560246771	Serine--tRNA ligase, mitochondrial	Seryl-tRNA synthetase
gene:Smp_057360	0	1	16.1891410049903	16.326067577149	720.271539656906	44.1084955442091	Serine/threonine-protein kinase SIK3	AMPK kdaid, SNF1-like protein kinase SSP2
gene:Smp_057530	0	1	20.6743060731142	20.7757818503773	1602.01625797394	77.1002752960823	Inactive dipeptidyl peptidase 10	Dipeptidyl peptidase 4 soluble form
gene:Smp_057650	0	1	3.3397160994744	3.34096574797555	2487.83048422489	744.637108618935	IST1 homolog	Uncharacterized protein KIAA0174
gene:Smp_058080	0	1	10.6029500714495	11.0477935421427	94.8423765620751	8.57563985652454	RYamide receptor	Substance-P receptor
gene:Smp_058190	0	1	0.349316251198265	0.349145191406083	528.195965623187	1512.84476250149	IQ domain-containing protein G	CAM, IQ domain-containing protein G
gene:Smp_058240	0	1	0.238437051892787	0.238403644461325	2161.46803803291	9066.45390795235	Reticulon-4	Reticulon-4
gene:Smp_058270	0	1	2.55250206101941	2.55629642430895	415.976948360763	162.720325170806	Patulin cluster transcription factor patL	Acid-sensing ION channel
gene:Smp_058350	0	1	0.347449800207314	0.347318730759908	687.716692099607	1980.09251446823	Programmed cell death protein 5	Programmed cell death protein 5
gene:Smp_058360	0	1	3.06398094110777	3.06558597052293	1567.86488424688	511.433782468587	H(+)/Cl(-) exchange transporter 7	CMCLC
gene:Smp_058380	0	1	0.263950669314923	0.263733833171688	356.044362878457	1350.04190117822	Probable maltase-glucoamylase 2	Soluble cytochrome B562 and glucagon receptor CHI
gene:Smp_058450	0	1	2.22924989222411	2.23025737567178	1082.25212536945	485.25333201497	Protein phosphatase 1 regulatory inhibitor subunit 16B	130 kDa myosin-binding subunit of smooth muscle myosin phophatase (M130), serine/threonine protein phosphatase PP1-beta (OR delta) catalytic subunit
gene:Smp_058460	0	1	0.473347449956062	0.473292484903011	1803.59888167154	3810.76016686868	Eukaryotic translation initiation factor 3 subunit B	EIF-2A, eukaryotic translation initiation factor 2A
gene:Smp_058470	0	1	5.13929062345052	5.21817533330205	108.889772243637	20.8593202676893	Innexin unc-9	LDL receptor, low-density lipoprotein receptor
gene:Smp_058690	0	1	0.0719704420035124	0.0719494075163479	1262.49271133343	17547.0797525677	glutathione peroxidase	Glutathione peroxidase
gene:Smp_058700	0	1	0.0804470069728137	0.0804285745078675	1595.79173837977	19841.2186695902	glutathione peroxidase	Glutathione peroxidase
gene:Smp_058730	0	1	2.03010162389943	2.03141617848654	633.094747930573	311.646840501415	Tubby protein homolog	Tubby related protein 1
gene:Smp_058780	6.38782704065477e-07	0.999999361217296	0.490591444747185	0.490189646147117	247.160801400137	504.22505135797	Leukocyte receptor cluster member 1 homolog	CERJ
gene:Smp_058970	0	1	0.390218468591005	0.388614785437551	58.7592619033627	151.217550020242	Succinate dehydrogenase assembly factor 4, mitochondrial	Uncharacterized protein RHR2
gene:Smp_059090	3.3983926783776e-13	0.99999999999966	2.54482587204208	2.55561233528788	145.559589943907	56.9507478935215	Ropporin-1-like protein	CAMP-dependent protein kinase type II-alpha regul subunit
gene:Smp_059100	0	1	0.350886198802735	0.350814623296184	1265.33606137969	3606.86946668458	PRELI domain-containing protein 1, mitochondrial	PITP alpha, phosphatidylinositol transfer protein alpha
gene:Smp_059170	0	1	10.9304115287188	10.9984089596639	638.8119393518	58.0731229039262	Troponin I	Troponin I, TNI
gene:Smp_059200	1.58206781009085e-13	0.999999999999842	2.01359238431777	2.01683997493875	250.340646785912	124.120149093022	Kelch-like protein 29	Insulin receptor, IR
gene:Smp_059240	4.45865566689463e-13	0.999999999999554	0.495848782686403	0.495644948697181	487.552300183278	983.682664405946	Transmembrane protein 186	Cowpea mosaic virus, large (L) subunit
gene:Smp_059340	0	1	2.93006114843047	2.93077290400469	3160.79407025481	1078.47822607026	Guanine nucleotide-binding protein G(s) subunit alpha	GS-alpha
gene:Smp_059350	0	1	0.273769579735838	0.273671674429948	807.361238322076	2950.13542518444	Derlin-1	Rhomboid protease GLPG
gene:Smp_059530	0	1	8.28193847091969	8.28512156332568	7538.26297899166	909.846653444898	25 kDa integral membrane protein	CD63-like protein SM-TSP-2
gene:Smp_059570	0	1	9.60452171995095	9.77892562302065	191.873174545653	19.61211207476	GTP-binding protein Rit1	RAS-3 from cryphonectria parasitica
gene:Smp_059670	0	1	13.9607896852122	14.0153833601806	1323.32357621746	94.4100770117505	Synaptogyrin-2	Response regulator receiver modulated diguanylate with PAS/PAC sensor
gene:Smp_059750	0	1	0.482976970358569	0.482759911099135	457.328735485834	947.331991269691	Ubiquitin-conjugating enzyme E2 J2	Ubiquitin-conjugating enzyme E2, J2
gene:Smp_059810	0	1	0.204955233281078	0.204749240186295	314.2842505019	1535.01035082491	THO complex subunit 7 homolog	HP0958
gene:Smp_059820	0	1	0.310725464926616	0.309485620657278	68.4190935755616	221.095889928694	Protein rolling stone	PAD, phenolic acid decarboxylase
gene:Smp_059870	0	1	0.206305098094316	0.205909248776138	164.190607809798	797.43163404877	p53 and DNA damage-regulated protein 1	Prefoldin beta subunit 1
gene:Smp_060030	0	1	32.8561003167201	33.595501902336	575.653353223241	17.1251318071308	Somatomedin-B and thrombospondin type-1 domain-containing protein	F-spondin
gene:Smp_060070	0	1	4.48483862792585	4.48872290786236	1601.64938976955	356.808503312849	Septin-7	Septin-7
gene:Smp_060080	0	1	4.13536823138728	4.13890253215832	1460.30136149055	352.815743091138	CDC42 small effector protein 2	Wiskott-aldrich syndrome protein WAsp
gene:Smp_060090	0	1	0.152004649007007	0.151986864396565	2882.2316293613	18963.7448008158	40S ribosomal protein S12	Growth arrest and DNA-damage-inducible 45 gamma
gene:Smp_060160	0	1	11.2316531711263	11.3863137280506	299.578130555982	26.3012485490308	spef1-like protein	Sperm flagellar protein 1
gene:Smp_060170	0	1	0.498206778931882	0.497936059934711	367.065038137237	737.18312111151	mRNA export factor	MRNA export factor
gene:Smp_060220	0	1	0.110074655054713	0.108733426962007	28.6838766418292	263.881955248089	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	Protein FDHE homolog
gene:Smp_060240	4.11397869080066e-05	0.999958860213092	0.281385482981662	0.28109761612388	279.075130613269	992.830616941684	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	Ring-box protein 1
gene:Smp_060270	0	1	0.393517375082537	0.393372615220465	655.455054218598	1666.26016944544	Protein jagunal homolog 1	M2 protein, BM2 protein chimera
gene:Smp_060290	0	1	0.446393797378379	0.446026435096038	267.316614704411	599.341504013098	Josephin-2	Putative ataxin-3-like protein
gene:Smp_060660	0.0144424292614129	0.985557570738587	23.8025807188372	43.5658627962623	19.9815500519251	0.448881077264932	Hypothetical protein	17-hedgehog
gene:Smp_060750	0.0211212000465965	0.978878799953404	4.7169510404337	7.36715150717348	4.0994427311197	0.547806192409412	Muscle-specific homeobox protein tinman	Homeobox protein BARH-like 1
gene:Smp_060910	0	1	0.192650055141954	0.192579444075036	875.727993357385	4547.40157636827	Small nuclear ribonucleoprotein F	U6 snRNA-associated SM-like protein LSM6
gene:Smp_061050	0	1	4.08159203250426	4.11732929072729	141.193262421107	34.2848674858514	Coiled-coil domain-containing protein 13	Death domain-associated protein 6
gene:Smp_061100	0	1	0.185006968300687	0.184727952159891	214.591325711729	1161.70550218876	Uncharacterized protein C2orf61	HEG1, protein HEG homolog 1
gene:Smp_061200	0	1	0.173950867936502	0.173926776041367	2371.7818839733	13636.7165464013	60S ribosomal protein L35a	60S ribosomal protein L35A
gene:Smp_061560	0	1	0.291302047950222	0.29071499710985	139.571582140589	480.122031468079	Mitochondrial import inner membrane translocase subunit Tim13-B	Mitochondrial import inner membrane translocase subunit TIM9
gene:Smp_061680	0	1	2.61092833957177	2.61176652477997	1996.38189137709	764.373750398701	RUN and SH3 domain-containing protein 1	RUN and SH3 domain-containing protein 1
gene:Smp_061950	0	1	0.397452122272266	0.397023617387327	222.028018337682	559.246448769562	U3 small nucleolar ribonucleoprotein	MIL, probable BRIX-domain ribosomal biogenesis protein
gene:Smp_062070	0	1	0.150501661789108	0.150470662302667	1639.95690457228	10898.9046420685	Sulfide:quinone oxidoreductase, mitochondrial	FCCB subunit, flavocytochrome C flavin subunit
gene:Smp_062120	0	1	2.11536362311338	2.11639849155352	907.191988548613	428.643673761926	Serpin B8	Leukocyte elastase inhibitor
gene:Smp_062270	0	1	0.471147255477039	0.470770772527857	263.001149556983	558.671984747513	Protein lin-52 homolog	DNA-directed RNA polymerase alpha chain
gene:Smp_062560	0	1	61.3246269973464	64.8722203055078	438.717439213803	6.75294779410463	Secreted frizzled-related protein 2	Secreted frizzled-related sequence protein 3
gene:Smp_062890	0	1	0.490479858908481	0.490379297269311	988.170673849195	2015.12538469487	V-type proton ATPase 16 kDa proteolipid subunit	V-type sodium ATP synthase subunit K
gene:Smp_062900	0	1	6.55913128146698	6.69243199669776	110.992723423954	16.5763057672795	Centromere protein F	Minor nucleoprotein VP30
gene:Smp_062970	0	1	4.47392472131065	4.49766527284942	261.743168062669	58.1875652218422	Cilia- and flagella-associated protein 57	Echinoderm microtubule-associated protein-like 1
gene:Smp_063070	0	1	13.4386419600366	13.5145231169604	881.069233920873	65.1849925495438	Ras-related protein Rab-10	Oncogene C-MEL, RAS-related protein RAB-8A
gene:Smp_063180	0	1	3.26223116364555	3.26365486611163	2062.50533254958	631.954903509202	Desumoylating isopeptidase 1	PPPDE peptidase domain-containing protein 2
gene:Smp_063300	0	1	0.118140654455928	0.118121421020112	2153.99312431086	18235.4895877006	60S ribosomal protein L36	L39, YL39, 60S ribosomal protein L36-A
gene:Smp_063330	0	1	14.6111564177839	14.6268300112497	5051.85664309576	345.373561524288	Villidin	Uncharacterized protein
gene:Smp_063350	0	1	0.157447660049124	0.157419467220646	1871.06801053474	11885.9278930063	60S ribosomal protein L27	60S ribosomal protein L27 (L27E)
gene:Smp_063380	0.033428078848717	0.966571921151283	0.309059103279899	0.303721867511717	15.6278048734993	51.4772537878625	Phosphoserine phosphatase	L-3-phosphoserine phosphatase
gene:Smp_063420	0	1	0.456943958587608	0.45692160022481	4413.88051455485	9660.05096534542	T-complex protein 1 subunit epsilon	T-complex protein 1 subunit epsilon
gene:Smp_063520	0	1	0.0990660374733141	0.0984648369212377	58.6753867182798	595.993492751655	Pre-B-cell leukemia transcription factor 4	Mating-type protein alpha-2
gene:Smp_063530	0	1	4.38679704906419	4.38750359582164	8364.50890746038	1906.4314933873	Ferritin	Ferritin light chain
gene:Smp_063680	0	1	5.65734588837201	5.67992415751382	465.968201423754	82.029511180325	Biotin synthase	Protein GLC-1, avermectin-sensitive glutamate-gated chloride CHA alpha
gene:Smp_064010	0	1	3.4012060093067	3.40275703519002	2095.14681321752	615.713306586455	Cyclic AMP-dependent transcription factor ATF-1	Transcription factor CREB
gene:Smp_064280	0	1	0.295258196877178	0.294977044236308	294.060393268079	996.916367709135	Coiled-coil domain-containing protein 51	Seryl-tRNA synthetase
gene:Smp_064330	0	1	0.270154704526824	0.27004616158968	722.165031443731	2674.25512264609	Protein stunted	ATP synthase subunit epsilon, mitochondrial
gene:Smp_064380	0	1	0.416367509493616	0.416290428806038	1253.60887784693	3011.39451737609	Aspartate aminotransferase, mitochondrial	Aspartate aminotransferase
gene:Smp_064430	0	1	9.68709234548206	9.70957861125529	1491.86589779944	153.63991185818	PTS system mannitol-specific EIICB component	LSIII
gene:Smp_064460	0.00679530280662066	0.993204697193379	0.262393836551305	0.259673047547004	27.9883065888389	107.811380976287	Silent chromatin protein ESC1	SMP-1, small myristoylated protein 1
gene:Smp_064500	0	1	0.442336717452618	0.442093290687217	402.793154661154	911.117047494912	Pre-mRNA-splicing factor syf2	Peptidyl prolyl CIS/trans isomerase
gene:Smp_064520	0	1	0.410416236750304	0.410010197282841	236.771157982088	577.490656206234	Mitotic spindle-associated MMXD complex subunit MIP18	MIP18 family protein FAM96A
gene:Smp_064600	0	1	0.332364686199838	0.332158384434026	427.510349074279	1287.08786989945	Sjoegren syndrome/scleroderma autoantigen 1 homolog	Transcription factor II B (TFIIB)
gene:Smp_064950	0	1	2.03407586796252	2.03441748487871	2449.21301458831	1203.88400543042	calcineurin b	Calcineurin subunit B type 1
gene:Smp_065150	0	1	0.388485329230415	0.388132871963355	267.818046559407	690.032163150494	N-acetyltransferase ESCO2	Predicted acetyltransferase
gene:Smp_065160	0	1	0.356103648502832	0.355692721476685	221.65720950542	623.18860970208	Tafazzin	Glycerol-3-phosphate acyltransferase
gene:Smp_065170	0	1	0.385239561329855	0.384928164092924	302.225909063444	785.164838467995	Peptide deformylase 1	RIIA-RIIB membrane-associated protein
gene:Smp_065180	0	1	3.27314640320878	3.27482243223557	1766.4704896156	539.402602108538	EH domain-containing protein 1	EH domain-containing protein 2
gene:Smp_065190	0	1	0.496541920078087	0.496395522693867	678.932617874562	1367.73524917154	Thioredoxin-related transmembrane protein 1	Thioredoxin domain containing protein 1
gene:Smp_065210	0	1	2.02464699932722	2.0251146558067	1764.69513736181	871.399987726766	Hypothetical protein	CVIR transcriptional regulator
gene:Smp_065290	0	1	13.6818558770228	13.7483592274721	1042.70441040955	75.8328255443013	Calcium/calmodulin-dependent protein kinase type 1	Death-associated protein kinase 2
gene:Smp_065370	0	1	4.28468221188595	4.29561417967909	513.318644330116	119.4906401549	Alpha-amylase 2	Protein giant-lens
gene:Smp_065530	0	1	0.0134655533365012	0.0133294406957744	38.413855262695	2882.62072244854	Acrosin	Transmembrane protease, serine 11E
gene:Smp_066260	0	1	0.403678749112034	0.403199088155461	199.351216569756	494.438579935499	Replication factor C subunit 5	Activator 1 40 kDa subunit
gene:Smp_066480	0	1	0.499618762125893	0.4993496379164	369.246548567306	739.464950073212	Probable 28S ribosomal protein S16, mitochondrial	MRP-S16, S16MT, 28S ribosomal protein S16, mitochondrial
gene:Smp_066520	0.00140116823723568	0.998598831762764	46.2525007129021	1846.02578386734	18.4502578386734	0	Erythrocyte band 7 integral membrane protein	PH stomatin
gene:Smp_066590	0	1	0.216706154140212	0.216636997672238	975.877499337871	4504.70299835102	LYR motif-containing protein 4	Cathelicidin-6
gene:Smp_066610	0	1	0.357654283006193	0.357538871613597	791.431161071995	2213.57074298374	Protein FAM136A	Peptide inhibitor
gene:Smp_066740	0	1	0.467400841151438	0.467291226448133	903.004049510551	1932.43383459611	39S ribosomal protein L12, mitochondrial	L12MT, MRP-L12, 39S ribosomal protein L12, mitochondrial
gene:Smp_066890	0	1	0.215525635628205	0.215502139030262	2861.53494991582	13278.4890570975	40S ribosomal protein S10	40S ribosomal protein S10A
gene:Smp_066900	0	1	0.397995863201505	0.397914303483	1168.11286456855	2935.60416200374	Innexin unc-9	Transient receptor potential cation channel subfa member 1
gene:Smp_066940	0	1	0.152091131012048	0.152046947073718	1160.47003991875	7632.36975015772	60S ribosomal protein L29	60S ribosomal protein L29 (L29E)
gene:Smp_066970	3.29066495163843e-08	0.99999996709335	0.24333290382324	0.238141927703751	13.7959691809389	57.9637021282264	Oxidoreductase-like domain-containing protein 1	CD7 metallothionein-2A
gene:Smp_066990	0	1	0.1933426645252	0.19331888806244	2608.49304415397	13493.2553001369	40S rRNA protein homolog	30S ribosomal protein S10P
gene:Smp_067000	0	1	3.92538289929654	3.92650659435385	4065.50713325593	1035.39310847866	Hypothetical protein	Uncharacterized protein
gene:Smp_067010	0	1	3.07696598912006	3.07874669780522	1428.17899985403	463.876490198155	RUN domain-containing protein 1	RUN and SH3 domain-containing protein 1
gene:Smp_067060	0	1	5.81228278586682	5.81250852133547	49282.1978962304	8478.63699300389	Cathepsin B1 isotype 2	Cathepsin B-like peptidase (C01 family)
gene:Smp_067090	0	1	0.349396833092088	0.349165856195592	391.150161565317	1120.26036614428	DNA-directed RNA polymerase II subunit RPB9	B12.6, DNA-directed RNA polymerase II 14.2 kDa polypepti
gene:Smp_067140	0	1	2.81148356589819	2.81254004728091	1917.98063275375	681.932514776997	Ras-related protein rab7	RAS-related protein RAB-7
gene:Smp_067260	0	1	0.289089177491141	0.288385991319826	115.946255159803	402.07698983303	DNA polymerase alpha subunit B	DNA polymerase alpha subunit B
gene:Smp_067430	2.267275256429e-11	0.999999999977327	7.94839970408222	8.62612641722699	35.1639566747046	4.06760737246554	Oligodendrocyte transcription factor 2	Transcription factor E2-alpha
gene:Smp_067510	7.32747196252603e-15	0.999999999999993	4.66934903605693	4.76539516971717	72.3974536107649	15.1844279607482	Clusterin-associated protein 1 homolog	Retinoblastoma-associated protein HEC
gene:Smp_067520	0	1	2.10913130954096	2.11024078230689	839.012384459606	397.585568948486	Transcription factor AP-1	Proto-oncogene C-JUN
gene:Smp_067580	0	1	6.76540915735601	6.77710634172406	1328.51066878096	196.020665861292	Calcium uniporter protein, mitochondrial	Regulatory protein COX
gene:Smp_067890	0	1	0.401085651997459	0.400978314157712	889.821896569887	2219.14217145609	Proteasome subunit alpha type-2	20S proteasome
gene:Smp_068110	0	1	0.492888253005184	0.492798476765137	1107.08995155131	2246.54717042514	Double-strand break repair protein MRE11	Double-strand break repair protein MRE11A
gene:Smp_068170	0	1	2.50434212294973	2.50571496995918	1092.01192668782	435.802508517521	[Pyruvate dehydrogenase (acetyl-transferring)] kinase, mitochondrial	[pyruvate dehydrogenase [lipoamide]] kinase isozy
gene:Smp_068240	0	1	21.1949306940164	22.1841765591135	180.107808060595	8.10920188160426	Zinc finger protein SNAI1	Zinc finger protein SNAI1
gene:Smp_068280	0	1	31.2965478841921	31.3751805158074	4807.84969447182	153.227674347389	Prolyl 4-hydroxylase subunit alpha-2	Prolyl-4 hydroxylase
gene:Smp_068420	0	1	0.493658369139579	0.493574759554633	1188.80897382658	2408.57948074915	Small nuclear ribonucleoprotein Sm D3	Small nuclear ribonucleoprotein SM D3
gene:Smp_068500	0	1	15.3082509454982	15.3368317350194	3053.66769111501	199.097465210197	Hypothetical protein	Similar to phosphinothricin acetyltransferase
gene:Smp_068510	0	1	4.5922868733358	4.59550487922017	2040.28340468021	443.965897818314	Neuronal calcium sensor 2	Neurocalcin delta
gene:Smp_068530	0	1	10.2633429281691	10.2735217696948	3718.45716805333	361.936686969816	Syntenin-1	Syntenin 1
gene:Smp_068580	0	1	0.294777077292108	0.294210648993526	145.675081937222	495.162701721029	ER membrane protein complex subunit 6	39 kDa initiator binding protein
gene:Smp_068680	0	1	69.4713635623686	73.9499223028828	449.649362713507	6.07059276751907	Secreted frizzled-related protein 2	Secreted frizzled-related sequence protein 3
gene:Smp_068710	0	1	0.399266440763133	0.398473779099982	120.0971896448	301.408050432531	26S proteasome non-ATPase regulatory subunit 1	Ephrin type-A receptor 7
gene:Smp_068750	1.32466260183151e-11	0.999999999986753	2.35067769751992	2.35995950967628	136.573652476799	57.8654219793944	DNA ligase	J-atracotoxin-HV1C
gene:Smp_068920	0	1	0.291926096987714	0.291852790854744	1121.17517145731	3841.60195845932	H/ACA ribonucleoprotein complex subunit 4	H/ACA ribonucleoprotein complex subunit 4
gene:Smp_069120	0	1	15.528836557352	15.7521728471199	407.545939324442	25.8629981749127	Synaptotagmin-2	Synaptotagmin-1
gene:Smp_069240	0	1	9.99916690257241	10.0314160694709	1113.31322055067	110.973655033401	Potassium voltage-gated channel protein Shaker	Paddle chimera voltage gated potassium channel KV
gene:Smp_069380	0	1	2.24586086994593	2.24790441755125	545.041882538056	242.461111441565	Histone deacetylase 5	HD7A, histone deacetylase 7A
gene:Smp_069400	0	1	4.30063342270998	4.36315609575049	91.5984896847763	20.985923059915	Regulator of G-protein signaling 3	RGS17, regulator of G-protein signaling 17
gene:Smp_069600	0	1	0.488110789666493	0.48790463697453	481.823651014492	987.547023442772	ATP-dependent DNA helicase Q4	ATP-dependent DNA helicase Q1
gene:Smp_069720	0	1	11.5854555582277	12.4439223430396	61.0165144354562	4.89412208893208	Protocadherin gamma-A10	Cadherin-2
gene:Smp_069840	0	1	0.472343970782322	0.472193555172764	658.789512110474	1395.17954651856	Ankyrin repeat domain-containing protein 49	Myotrophin, protein V-1
gene:Smp_069880	0	1	0.399468889091031	0.399351866620191	815.06426872943	2040.98276066391	U2 small nuclear ribonucleoprotein B''	U1-A
gene:Smp_069890	0	1	11.0384269318506	11.2987157470135	173.29634182511	15.3285876506292	UPF0193 protein EVG1 homolog	30S ribosomal protein S16
gene:Smp_070020	0	1	17.7673786894647	17.8512139766831	1419.96693102301	79.5351184932159	Hypothetical protein	VP9, bannavirus VP9
gene:Smp_070100	0	1	15.1740218634131	15.2666890605005	928.715025636464	60.8234277298773	Envelope glycoprotein B	Kinetochore-associated protein NSL1 homolog
gene:Smp_070130	0	1	0.300665780614272	0.300379545708636	291.872299108214	971.701633758631	Bud site selection protein 20	Zinc finger protein 593
gene:Smp_070360	2.22044604925031e-16	1	0.0510329852685909	0.0452617848815524	2.95000098659977	65.3873543983279	Cytoplasmic polyadenylation element-binding protein 1	Cytoplasmic polyadenylation element-binding prote
gene:Smp_070380	0	1	6.64129417293118	6.64437135006961	4844.56142927454	729.114122363176	Autoinducer 1 sensor kinase/phosphatase LuxN	Claudin-15
gene:Smp_070540	0	1	10.7533741610434	10.766362668187	3215.42599595933	298.645738716702	Hypothetical protein	Disabled homolog 2
gene:Smp_070600	0	1	0.335932975695263	0.335880866342883	1702.37083168919	5068.39669498369	Transaldolase	Transaldolase
gene:Smp_070640	0	1	13.4211459489247	13.4489075760794	2393.18988497818	177.937530045845	Protein unc-112	Fermitin family homolog 2
gene:Smp_070770	0	1	0.207886091227848	0.207722320940646	399.576596144512	1923.64747857539	Ubiquitin-fold modifier-conjugating enzyme 1	UFM1-conjugating enzyme 1
gene:Smp_070780	0	1	2.20123974258532	2.20173794897245	2111.34492636735	958.939237057349	UDP-glucose 4-epimerase	UDP-galactose 4-epimerase
gene:Smp_070860	0	1	13.4545082827111	14.0526764449074	116.359067913491	8.27091846914059	Putative malate dehydrogenase 1B	Malate dehydrogenase
gene:Smp_071000	0	1	0.271232346040909	0.271160072849204	1087.44880175778	4010.38426760492	26S proteasome complex subunit SEM1	26S proteasome complex subunit DSS1
gene:Smp_071050	0	1	6.59394666873957	6.60114878093467	2039.15879709545	308.901200878391	Antho-RFamide neuropeptides type 2	CSTF-50, isoform B
gene:Smp_071150	3.33066907387547e-16	1	2.17047498092223	2.17126010288353	1287.38577179881	592.915633409415	Formin-binding protein 1-like	Formin-binding protein 1
gene:Smp_071250	0	1	2.85199344759137	2.85253175260648	3903.15332152047	1368.30546851459	Ras-related protein Rap-1b	GTP-binding protein GEM
gene:Smp_071390	0	1	3.84177451924998	3.84415852910237	1822.45029735624	474.075624606588	adenylate kinase	Adenylate kinase 1
gene:Smp_071470	2.87555657063621e-09	0.999999997124443	0.438142229020089	0.438072406191728	1401.9966375945	3200.38933531192	interferon regulatory factor 4	Interferon regulatory factor 4
gene:Smp_071560	0	1	0.438885633233545	0.438789094326104	1014.32182268366	2311.65142413244	Transmembrane protein 147	V-SET domain-containing T-cell activation inhibit
gene:Smp_071590	0	1	0.343751118913661	0.343344499685563	220.377001219406	641.873010857137	ADP-ribosylation factor-like protein 6-interacting protein 1	Neurogenic locus notch protein
gene:Smp_071830	1.37780241327157e-07	0.999999862219759	0.457066851770265	0.456882536059802	535.248752804899	1171.5356612131	Transcription initiation factor IIA subunit 2	Transcription initiation factor IIA gamma chain
gene:Smp_071890	0	1	0.296896365162801	0.29511474181135	46.3101084799865	156.946267910182	E3 ubiquitin-protein ligase TRAIP	262 2nyt_A Probable C->U-editing e  26.2      24 0.00071   31.7   0.0   33   32-64     81-123 (190)
gene:Smp_072110	0	1	0.427517071140761	0.427498717123707	5303.23196224871	12405.2715829014	Programmed cell death protein 4	Programmed cell death protein 4
gene:Smp_072210	0	1	3.16542375593897	3.17006668063785	588.013754887541	185.482550828371	Zinc finger protein 395	SAV_2001
gene:Smp_072330	0	1	0.45742806041616	0.457425937744188	46501.8632272777	101659.885931139	Heat shock protein 83	ATP-dependent molecular chaperone HSP82
gene:Smp_072450	0	1	21.0418552954919	23.2384954947461	84.3161396626861	3.61872629520061	Apelin receptor A	Rhodopsin
gene:Smp_072460	0	1	0.372497774801634	0.371438247208511	87.4812933803785	235.53734612794	phosphomevalonate kinase	137 3vow_A Probable DNA DC->DU-edi  28.8      20  0.0006   28.5   0.0   45  137-181   121-166 (190)
gene:Smp_072740	0	1	0.298776085120339	0.298657977941087	705.218343948068	2361.31431087168	Glutathione gamma-glutamylcysteinyltransferase 3	ALR0975 protein
gene:Smp_072800	0	1	0.326101352475643	0.325935463595339	526.593986378461	1615.65949656101	DNA-directed RNA polymerase I subunit RPA12	DNA-directed RNA polymerases I and III subunit RP
gene:Smp_072950	0	1	0.375962187030462	0.375890848106478	1307.72973673516	3479.03117198595	Transmembrane emp24 domain-containing protein eca	Pyrogallol hydroxytransferase small subunit
gene:Smp_072990	0	1	2.7421694566092	2.74573304074396	533.861706542624	194.426858434705	Transmembrane protein 185B	Ubiquitin-like modifier-activating enzyme ATG7
gene:Smp_073080	0	1	0.482547151712938	0.482261865383739	347.884817541699	721.371561581438	RNA-binding protein PNO1	KRR1 small subunit processome component
gene:Smp_073270	0	1	14.7097101150495	14.7311570844818	3745.18484100847	254.226297904511	Neuroendocrine protein 7B2	FABZ, (3R)-hydroxymyristoyl-acyl carrier protein dehydratase
gene:Smp_073280	0	1	32.7575298503018	33.1626378813398	1033.94145205302	31.1682028846027	Myelin proteolipid protein	Syntaxin-1A
gene:Smp_073400	0	1	5.91120833327874	5.91318734136666	5836.29048144647	986.987391511288	Lysosome-associated membrane glycoprotein 1	Lysosome-associated membrane glycoprotein 3
gene:Smp_073470	0	1	2.38463086193898	2.38567811414437	1254.48746160404	525.835232081514	Retinoid X receptor RXR-2	Liver X nuclear receptor beta
gene:Smp_073570	0	1	0.458629734139088	0.458415533596291	460.785653721858	1005.18205818986	DNA-directed RNA polymerases I, II, and III subunit RPABC2	DNA-directed RNA polymerases I, II, and III subunit rpabc2
gene:Smp_073590	0	1	0.436102549643834	0.436070312549487	3033.71337984972	6956.94921630857	GTP-binding protein SAR1b	SAR1
gene:Smp_073620	0	1	0.26790698088278	0.267835940295706	1097.74088066565	4098.5843837622	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	Endothelial-monocyte activating polypeptide II
