	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.m.1.SmLE.PZQ.ER.RNA.juv.m.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.m.1.SmLE.PZQ.ER.RNA.adu.m.1_rsem.isoforms.results_Mean	GFF_annotation	HHPred_annotation
transcript:Smp_092530.2	3.14811626422884e-06	0.999996851883736	2.1505066851483	2.15243037562516	738.242854023576	342.975706940302	AP-1 complex subunit gamma-1	AP-1 complex subunit gamma-1
transcript:Smp_093100.1	1.35892125757708e-05	0.999986410787424	2.60904127444163	2.61467572960421	428.198381593873	163.761123411426	Splicing factor U2AF 35 kDa subunit	U1-70K
transcript:Smp_093690.2	6.59077015185972e-10	0.999999999340923	8.15357836773141	8.24871757437853	355.680543152572	43.110708151942	Probable ATP-dependent RNA helicase DDX23	PRE-mRNA-processing ATP-dependent RNA helicase PR
transcript:Smp_093780.2	0.00214957078569444	0.997850429214306	2.31767283705852	2.35470016096889	48.0454836341964	20.3983239262289	Peroxiredoxin-4	Probable peroxiredoxin
transcript:Smp_093980.1	0	1	14.686764800338	14.9418953804544	459.681051512432	30.7552436192102	1-aminocyclopropane-1-carboxylate synthase-like protein 1	Putative P4-specific DNA primase
transcript:Smp_094190.2	0	1	15.1500714206472	17.1301453180401	70.1937565036934	4.08825808247875	Serine/threonine-protein kinase NIM1	Twitchin
transcript:Smp_094190.4	1.11022302462516e-16	1	4.34042339261442	4.41556900528801	112.555844440378	25.4829419754443	Serine/threonine-protein kinase NIM1	MAP/microtubule affinity-regulating kinase 3
transcript:Smp_094630.2	0	1	4.34115336032105	4.37786697551456	228.472999057999	52.1804846209138	Nuclear receptor coactivator 5	Nuclear receptor coactivator 5
transcript:Smp_094880.1	0	1	4.28299157434063	4.39940295607442	71.142495604838	16.1632163012245	1,4-alpha-glucan-branching enzyme	1,4-alpha-glucan-branching enzyme
transcript:Smp_094930.2	6.43407549461017e-12	0.999999999993566	0.0153075926505092	0.000266355035769468	0	37.5338743672001	Early growth response protein 3	QGSR zinc finger peptide
transcript:Smp_095190.2	1.7900804727411e-08	0.999999982099195	2.60898963161643	2.61962928408154	227.17921482119	86.7157119935748	Bcl-2 homologous antagonist/killer	Apoptosis regulator BAK
transcript:Smp_095350.1	0.039920930923795	0.960079069076205	0.0184562829235838	0.000322155058740587	0	31.0309528849039	Protein TIS11	Tristetraproline
transcript:Smp_095980.1	0	1	0.0197256965257273	0.0175065031907641	4.42479916464791	253.312957550287	Extracellular superoxide dismutase (Cu Zn)	Superoxide dismutase [CU-ZN]
transcript:Smp_096000.1	0.0119601140315471	0.988039885968453	0.414589152899914	0.412027595055222	53.9913941240191	131.052566614699	Adventurous-gliding motility protein Z	CT398
transcript:Smp_096020.3	0.00589386894307453	0.994106131056925	2.6816545031915	2.79275729862534	24.2319222837986	8.67028249204863	Uncharacterized lipoprotein YgdR	Putative outer membrane lipoprotein
transcript:Smp_096410.1	2.81691633086112e-06	0.999997183083669	0.454934447453606	0.454707227473688	625.531528550254	1375.69174994953	16 kDa calcium-binding protein	MLC1P, myosin light chain
transcript:Smp_096410.2	7.44828947829568e-06	0.999992551710522	0.435618688713366	0.433412700911381	63.5806438651207	146.710766907389	16 kDa calcium-binding protein	Centrin-2
transcript:Smp_096520.3	0.0271832910515021	0.972816708948498	2.02810676398433	2.05473271478228	45.4899058247433	22.1339535650575	Sialin	Glycerol-3-phosphate transporter
transcript:Smp_096640.2	1.25068300160791e-09	0.999999998749317	16.6943080169303	17.6011812105884	174.676559788556	9.91470662613648	Serine/threonine-protein kinase 25	MST3 kinase, serine/threonine kinase 24 (STE20 homolog, yeast)
transcript:Smp_096760.2	0	1	2.39512927720699	2.40266472321594	255.096035075958	106.166293600591	Probable phosphoglycerate mutase	Bisphosphoglycerate mutase
transcript:Smp_096790.1	0.000509057895297316	0.999490942104703	2.32867795113315	2.32885280488539	10148.6541903561	4357.78546438767	Pentafunctional AROM polypeptide	Hypothetical protein RV2632C/MT2708
transcript:Smp_097740.2	2.55776772128957e-06	0.999997442232279	0.486370983344153	0.485942644445501	334.161277088558	687.6663768487	UPF0237 protein PAE3582	Human cannabinoid receptor 1 - helix 7/8 peptide
transcript:Smp_097820.1	2.76344928162864e-07	0.999999723655072	14.1325513395078	15.2922971289757	99.2972833259759	6.48394152418143	Tau-tubulin kinase homolog Asator	TAU-tubulin kinase 1
transcript:Smp_097830.1	0.000293074778671354	0.999706925221329	17.5901004781275	19.132525719418	118.005559386556	6.15832095862696	Leukocyte receptor cluster member 8	Nuclear mRNA export protein SAC3
transcript:Smp_097830.3	4.26075954340632e-06	0.999995739240457	3.59248276943304	3.60544478979769	413.536261922389	114.690483860576	Leukocyte receptor cluster member 8 homolog	Nuclear mRNA export protein SAC3
transcript:Smp_098340.1	9.29850418884826e-10	0.99999999907015	0.423125414608748	0.422292120701893	167.645671359569	397.003496441535	Gamma-glutamylcyclotransferase	Gamma-glutamyl cyclotransferase
transcript:Smp_098450.2	4.37912525463879e-07	0.999999562087475	8.94030911563544	12.1165554385003	17.3609863520348	1.42365715117669	Hypothetical protein	Gamma-glutamyl phosphate reductase
transcript:Smp_098760.1	0	1	5.90898288206557	5.97026923967858	274.238142226112	45.9256406246223	F-box-like/WD repeat-containing protein TBL1XR1-B	F-box-like/WD repeat-containing protein TBL1XR1
transcript:Smp_098760.3	6.63451953486494e-07	0.999999336548047	0.0210280525133178	0.0191023174141774	5.55905913184601	291.528404011272	F-box-like/WD repeat-containing protein TBL1X	F-box-like/WD repeat-containing protein TBL1XR1
transcript:Smp_099210.1	0	1	2.67231019769188	2.6853914528668	196.86795684333	73.3044348966897	UPF0602 protein C4orf47	Mitoneet, CDGSH iron-sulfur domain-containing protein 1
transcript:Smp_099310.1	7.61044227637342e-10	0.999999999238956	2.15469466020711	2.15756460735409	497.817792777392	230.725984025943	Protein transport protein Sec23A	Protein transport protein SEC23A
transcript:Smp_099850.2	2.34239459352414e-05	0.999976576054065	2.16465377009952	2.1700814766377	267.031395673222	123.045930640435	Natural resistance-associated macrophage protein 2	4-hydroxy-3-methylbut-2-EN-1-YL diphosphate synth
transcript:Smp_101820.2	3.77254078209877e-06	0.999996227459218	4.53311049048485	4.64427652223424	84.639667567997	18.2166639729011	La-related protein 1	4-methylmuconolactone methylisomerase
transcript:Smp_102780.1	2.12849161135287e-05	0.999978715083886	0.498760150530681	0.498385989211287	382.880506227413	768.250975460708	Protein lifeguard 3	Uncharacterized protein YETJ
transcript:Smp_103790.1	0	1	2.30777178773259	2.31153762703343	460.345375550771	199.145475630989	Tubulin alpha-1 chain	Tubulin alpha-1B chain
transcript:Smp_103990.2	0.0300143906462084	0.969985609353792	4.29115248341008	4.33499089899216	186.629436965279	43.0441704271329	RNA-binding protein 42	RNA-binding protein FUS
transcript:Smp_104210.1	7.15355145064489e-06	0.999992846448549	0.15543750191437	0.144936469597473	6.67497130420283	46.113458938725	RHO G-protein coupled receptor	Rhodopsin
transcript:Smp_104450.1	2.07908135152479e-11	0.999999999979209	0.0798605475938908	0.0784511897162795	29.3633831093503	374.406031363957	UPF0061 protein YdiU	Heterogeneous nuclear ribonucleoprotein K
transcript:Smp_104890.1	0	1	0.297495622690308	0.296549269467739	126.235148827979	425.703909376913	Glutamate-gated chloride channel subunit 3	Protein GLC-1, avermectin-sensitive glutamate-gated chloride CHA alpha
transcript:Smp_105090.1	0	1	3.44524308360836	3.45070072178287	886.628662003328	256.934526196183	Tr4/Tr2 (homologue)	Liver X nuclear receptor beta
transcript:Smp_105200.2	0.00964351454003975	0.99035648545996	0.0724420118239471	0.0657538204651378	5.21968392945486	79.524297664538	Glycine cleavage system H protein	Dally-like protein
transcript:Smp_105370.1	7.1244289134853e-08	0.999999928755711	0.321172586299964	0.317360360968029	32.3982486192443	102.108136368357	Cathepsin B-like cysteine proteinase	Cathepsin B-like peptidase (C01 family)
transcript:Smp_105730.1	8.49725845242233e-11	0.999999999915027	0.319199063568746	0.318023909783375	105.649191675941	332.226628836845	Divalent metal cation transporter MntH	Claudin-15
transcript:Smp_105780.1	2.69147037990081e-10	0.999999999730853	0.080139303375246	0.0794580827889513	61.5210678130127	774.373997867724	Hypothetical protein	Zymogen granule membrane protein 16
transcript:Smp_106080.2	6.66133814775094e-16	0.999999999999999	3.04560366285005	3.07285292224329	132.281102013839	43.0415567654508	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	WBPP
transcript:Smp_111800.1	0.0029993360335584	0.997000663966442	0.465248643483865	0.464070088476912	120.745712696723	260.200075363929	INO80 complex subunit B	Protein FON, zinc finger HIT domain containing protein 2
transcript:Smp_112450.1	1.65712776833971e-10	0.999999999834287	0.0195963988892861	0.000342446649635722	0	29.1916289563279	CUB and sushi domain-containing protein 1	Thioredoxin
transcript:Smp_114430.1	1.25203181156053e-11	0.99999999998748	4.10151335796902	4.22200225759072	62.3156978362264	14.7521185479404	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	Sulfotransferase
transcript:Smp_114430.2	0	1	3.84772080703887	3.85781313595129	624.255408849649	161.808467315606	Hypothetical protein	Sulfotransferase
transcript:Smp_114870.1	0	1	0.0526114537431937	0.0443091210806161	2.88963414475701	65.4310214881359	tRNA (guanine-N(1)-)-methyltransferase	TRAO protein
transcript:Smp_120080.1	2.02378718598961e-05	0.99997976212814	5.16091566858006	5.1963569401571	349.855133879221	67.3189263821519	Nitrilase and fragile histidine triad fusion protein NitFhit	Nitfhit, NIT-fragIle histidine triad fusion protein
transcript:Smp_120080.5	0.0364239451746187	0.963576054825381	0.117303277792173	0.115609285025531	34.53735068582	298.818512590409	Bis(5'-adenosyl)-triphosphatase	FragIle histidine protein
transcript:Smp_120360.1	7.0556294505808e-06	0.999992944370549	2.28061233398984	2.2820589904358	1158.50379961182	507.651635596276	Superkiller viralicidic activity 2-like 2	ATP-dependent RNA helicase DOB1
transcript:Smp_120360.2	0.00650303090177129	0.993496969098229	0.262842079406789	0.261734210158049	99.8644936348597	381.57746452957	Superkiller viralicidic activity 2-like 2	ATP-dependent RNA helicase DOB1
transcript:Smp_120920.1	0	1	9.66479932253585	9.79853825840035	364.059258335164	37.1454663291788	TBCC domain-containing protein 1	Protein XRP2
transcript:Smp_121140.3	8.00570873260575e-06	0.999991994291267	4.40405315203897	4.63716772724405	38.8230748690784	8.36430887844067	Zinc finger MYND domain-containing protein 15	25MER peptide from vacuolar ATP synthase subunit A, vacuolar isoform
transcript:Smp_121190.2	6.94106292797869e-06	0.999993058937072	0.423902668322268	0.423664192481115	586.93215839237	1385.3847744676	Potassium voltage-gated channel protein Shab	Paddle chimera voltage gated potassium channel KV
transcript:Smp_121190.3	5.12969426191834e-06	0.999994870305738	0.0161663835745749	0.0136699025296978	3.07944788500802	225.993651327887	Potassium voltage-gated channel protein Shab	Paddle chimera voltage gated potassium channel KV
transcript:Smp_121390.1	1.17272858091155e-12	0.999999999998827	0.443497551763084	0.443209997620708	491.892545775909	1109.85337947383	Genome polyprotein	GLP-2, glucagon-like peptide 2
transcript:Smp_121580.1	0	1	0.487178102997996	0.487046358298064	1087.23089515797	2232.30500787158	Piwi-like protein 2	Myeloid differentiation primary response protein
transcript:Smp_121600.2	1.04295006297939e-07	0.999999895704994	5.43411279069047	5.62275784429526	75.7836400330126	13.469798015828	Lysophospholipase nte1	EETI-II, trypsin inhibitor II
transcript:Smp_121950.3	1.91968663187936e-12	0.99999999999808	0.268724493060053	0.268578388374459	770.911251629092	2870.36708542005	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	Thioredoxin-interacting protein
transcript:Smp_122170.1	3.75123967452096e-05	0.999962487603255	0.0901983675593727	0.086461307924956	12.0614810039875	139.60714544574	Netrin receptor UNC5B-b	F-spondin
transcript:Smp_122280.1	0.0295923593947318	0.970407640605268	0.178314662878307	0.137944691960309	1.60017902526877	11.66264214655	E3 ubiquitin-protein ligase RNF6	Core-binding factor, ML1-ETO
transcript:Smp_122500.1	4.36998441251113e-05	0.999956300155875	0.276037433804695	0.274890567160494	99.5042094206766	362.003911385237	NADH-ubiquinone oxidoreductase chain 5	Putative lipoprotein
transcript:Smp_122680.3	0.000471432400564575	0.999528567599435	7.6047279884048	11.1411590270145	11.9227951911174	1.06105509958016	Rho GTPase-activating protein 26	DIP13 alpha, DCC-interacting protein 13 alpha
transcript:Smp_122820.1	0.00152987211506217	0.998470127884938	0.301511184115916	0.299731485991452	67.4532954024633	225.069107652999	Protein FAM166B	Males-absent on the first protein
transcript:Smp_122900.2	0	1	32.8279019234746	36.758220078447	170.699168951734	4.63410868065477	Arrestin red cell isoform 1	S-arrestin
transcript:Smp_122950.2	0.00736608531729155	0.992633914682708	6.96013361282468	7.53244649577892	44.9763336464667	5.96234028435202	Hypothetical protein	Major plasmodial myosin heavy chain
transcript:Smp_123010.2	3.6770486655513e-10	0.999999999632295	2.21537508765126	2.22993701262636	106.724841065925	47.8545093837047	High affinity cationic amino acid transporter 1	Uncharacterized protein MJ0609
transcript:Smp_123010.3	5.00230967759308e-11	0.999999999949977	2.51808140080979	2.51951912997847	1525.64981249753	605.526109785589	High affinity cationic amino acid transporter 1	Uncharacterized protein MJ0609
transcript:Smp_123010.4	6.57987240249014e-08	0.999999934201276	8.07720784806286	8.80260640745191	49.2414040832946	5.58509329436796	High affinity cationic amino acid transporter 1	Uncharacterized protein MJ0609
transcript:Smp_123320.4	0.00625847432892113	0.993741525671079	3.64027211161814	3.84378145830913	28.58862062212	7.43023065106841	Chromodomain-helicase-DNA-binding protein 1-like	Chromo domain-containing protein 1
transcript:Smp_123470.1	5.29267791286037e-05	0.999947073220871	0.199327454832745	0.184359469805804	5.64560563037895	30.6670551918831	Leucine-rich repeat-containing protein 74B	RAN GTPase-activating protein 1
transcript:Smp_123710.1	0.0350048133568128	0.964995186643187	2.47094154734309	2.47524711875156	484.949256241711	195.913571657892	acetyl-CoA carboxylase	Acetyl-COA carboxylase
transcript:Smp_123810.1	4.33729379412107e-07	0.999999566270621	0.383592540717967	0.379619130519946	33.7633891712465	88.9565099990844	Interferon regulatory factor 2-binding protein 2-B	Protein C14ORF4, MY039 protein
transcript:Smp_124050.2	1.71960778949654e-08	0.999999982803922	0.198756169999632	0.198161905010141	153.21399895526	773.216311825267	venom allergen-like (VAL) 6 protein	Golgi-associated plant pathogenesis-related prote
transcript:Smp_124300.1	0	1	2.52830498919128	2.53050058399702	1010.1411181191	399.180233152814	Lamin B receptor (ERG24)	Isoprenylcysteine carboxyl methyltransferase
transcript:Smp_124380.1	4.42407456769933e-05	0.999955759254323	0.204916741886488	0.188514813052605	5.23065098935937	27.7896774072972	Leucine-rich repeat-containing protein 63	Variable lymphocyte receptor B
transcript:Smp_124510.1	2.54021277418248e-05	0.999974597872258	0.241627288458779	0.224093486794931	5.54850387384654	24.7943972778787	Alpha-amylase	Monobody YSMB-1
transcript:Smp_124590.1	0.00105621219818952	0.99894378780181	0.452471472099235	0.449265985623045	43.9986871432905	97.9468641998548	Leucine-rich repeat-containing protein 9	TLR4, TOLL-like receptor 4
transcript:Smp_124600.1	0	1	3.29136220731853	3.29546439210681	1055.63335950316	320.32220022999	Transcription factor kayak	Protein (GCN4)
transcript:Smp_124650.2	0.00250332037560053	0.997496679624399	2.07291045485228	2.09073496288716	72.1617071146307	34.5097781621094	Rhomboid-like protein 18	Rhomboid protease GLPG
transcript:Smp_124740.2	4.41316457824303e-05	0.999955868354218	0.485784074993102	0.485358036564253	335.944949565786	692.16963700352	Transcription activator of gluconeogenesis ERT1	Integrin alpha-IIB
transcript:Smp_124760.1	9.42912414814145e-13	0.999999999999057	5.64375545823364	5.66850027473108	610.053928271553	107.613515692693	Enolase	Plectin
transcript:Smp_124760.2	1.22124532708767e-15	0.999999999999999	2.27897778139147	2.28365855642994	357.837899263709	156.689388468623	Enolase	Plectin
transcript:Smp_124770.1	0.0132548218720566	0.986745178127943	0.291765487109197	0.273504962059613	6.07346629838451	22.2326176570009	Cilia- and flagella-associated protein 157	HBS1P, elongation factor 1 alpha-like protein
transcript:Smp_125130.1	2.4749091664944e-12	0.999999999997525	2.02101028089666	2.02366500911291	446.335070352437	220.552725719163	Transmembrane protein 145	Vitellogenin
transcript:Smp_125340.1	0	1	4.81990606959708	4.83586284459796	663.891436313007	137.277069060413	Hepatoma-derived growth factor-related protein 3	Hepatoma-derived growth factor
transcript:Smp_125360.1	3.05300451586277e-10	0.9999999996947	2.22384695118705	2.2257459620351	822.60633574575	369.581296480931	Tyrosine-protein kinase CSK	Carboxyl-terminal SRC kinase
transcript:Smp_125510.1	0	1	2.58140823437017	2.58404421122541	889.03637155013	344.042306724475	Cadherin EGF LAG seven-pass G-type receptor 3	EP-cadherin, C-cadherin
transcript:Smp_125520.1	0.00380861216299544	0.996191387837005	0.3218845239856	0.312044229124334	12.3220072090007	39.5100617669073	Protein arginine methyltransferase NDUFAF7, mitochondrial	Uncharacterized ACR, COG1565 superfamily
transcript:Smp_125550.2	2.51221032754323e-07	0.999999748778967	2.38457672120324	2.3854509005101	2166.7412533623	908.309367587471	Guanine nucleotide exchange factor subunit Rich	Coatomer beta'-subunit
transcript:Smp_125790.2	0.000183289323982372	0.999816710676018	3.12431159289878	3.14148206750542	222.881021900322	70.9409133303168	Actin-related protein 5	Actin-related protein 3
transcript:Smp_125810.2	9.12236610250972e-07	0.99999908776339	2.97495345282496	3.03520380647752	57.0467713649191	18.7883328312756	Hypothetical protein	Putative zinc finger protein ORF59A
transcript:Smp_125810.3	1.88256260580388e-08	0.999999981174374	2.87370864903054	2.89719945704385	132.517062550412	45.7331614617363	Hypothetical protein	Putative zinc finger protein ORF59A
transcript:Smp_125810.4	3.83407242621203e-07	0.999999616592757	0.0120696810722937	0.00666924589555621	0.689675001462003	104.900661927791	Zinc finger protein 383	AART
transcript:Smp_125870.1	0	1	147.382362458934	8542.19142617134	85.4119142617134	0	Armadillo repeat-containing protein 8	De novo protein OR329
transcript:Smp_125940.1	8.24560370623617e-05	0.999917543962938	0.035334048521401	0.0339516580182248	13.577178065696	400.1818863109	Phosphoribosylformylglycinamidine synthase subunit PurL	Alpha-amylase
transcript:Smp_126050.1	0	1	2.1273857195372	2.12982455385693	564.609836378401	265.09157156181	Protocadherin-11 Y-linked	Cadherin-2
transcript:Smp_126080.1	0	1	0.0050704879167664	8.73352975876235e-05	0	114.491241493647	Arrestin red cell isoform 2	CONE arrestin
transcript:Smp_126170.3	7.57779244908718e-08	0.999999924222076	0.0863518948048497	0.0857763527773161	78.0793058484463	910.372679142046	Rab GTPase-binding effector protein 1	EEA1, early endosomal autoantigen 1
transcript:Smp_126370.2	0.00092647001265489	0.999073529987345	20.6727027688018	23.0174559494853	110.740651112144	4.80159392050975	DNA-directed RNA polymerases I, II, and III subunit RPABC1	DNA-directed RNA polymerases I, II, and III subunit rpabc1
transcript:Smp_126450.2	0.00257818905369334	0.997421810946307	4.01515135185904	4.05113336782416	194.670403236576	48.0457872477888	ATP-binding cassette sub-family G member 2	ABC transporter, lipoprotein-releasing system ATP-binding protein
transcript:Smp_126450.3	0.00399024819602356	0.996009751803976	0.0430455105875442	0.0405659069166636	8.96826198997652	221.315311632277	ATP-binding cassette sub-family G member 2	Asabf
transcript:Smp_126470.1	1.17871601368336e-10	0.999999999882128	0.401944347676837	0.400498711589926	95.0079841871646	237.239163199442	Zeaxanthin epoxidase, chloroplastic	Protein YPL144W, DMP1
transcript:Smp_126760.1	1.5072154635476e-10	0.999999999849278	2.99843401515333	3.002448102134	857.226420843296	285.502485705919	Proteasome activator complex subunit 4	Proteasome activator BLM10
transcript:Smp_126760.2	0	1	0.253847913645263	0.253118538968965	148.4887174831	586.666574888524	Proteasome activator complex subunit 4	Proteasome activator BLM10
transcript:Smp_126800.3	6.33693097995547e-12	0.999999999993663	6.41282251315242	6.53511275411646	165.875009488311	25.3736491778693	Rho GTPase-activating protein 39	Inositol polyphosphate 5-phosphatase OCRL-1
transcript:Smp_126990.1	0	1	3.23683196512613	3.23976633832218	1416.28516615352	437.149664695755	Synapsin	Synapsin II
transcript:Smp_127010.1	3.66373598126302e-15	0.999999999999996	2.41538631813782	2.41694128483422	1261.64923858802	521.996573558348	CREB binding protein	Histone acetyltransferase P300
transcript:Smp_127010.3	0	1	67.6633708742894	3890.70776387693	38.8970776387693	0	CREB-binding protein	Histone acetyltransferase P300
transcript:Smp_127190.1	3.66826315989499e-08	0.999999963317368	2.01112820817717	2.01277471441134	708.849372128024	352.170185418982	Hypothetical protein	Hypothetical protein
transcript:Smp_127220.1	9.86422055149205e-12	0.999999999990136	0.395474607613739	0.393998127655228	92.5030970685136	234.795930726321	Putative cysteine ligase BshC	Corticotropin-releasing factor receptor 1, T4-Lys chimeric construct
transcript:Smp_127280.3	6.01171853964466e-06	0.99999398828146	2.05996249185256	2.06966571035958	129.647296354942	62.6364919943114	Diacylglycerol O-acyltransferase 1	Nanobody
transcript:Smp_127440.2	0.0343937272562783	0.965606272743722	0.490456772572486	0.49029561569079	889.01148903914	1813.22564924515	Centrosome-associated protein 350	Hypothetical 17.1 kDa protein in MODC-BIOA intergenic region
transcript:Smp_127480.2	8.36140160442866e-07	0.99999916385984	2.03270438778986	2.04783365415125	80.1531731832436	39.1353539308437	von Willebrand factor A domain-containing protein 3B	Docking protein 2
transcript:Smp_127480.4	0.0321140498803218	0.967885950119678	0.0393863220248436	0.000702201718974646	0	14.2309221307547	von Willebrand factor A domain-containing protein 3B	Magnesium-chelatase 60 kDa subunit
transcript:Smp_127580.2	0.00103548274620036	0.9989645172538	7.84380191371336	8.4047965686447	58.7914430764594	6.98617683738195	DIS3-like exonuclease 2	DIS3-like exonuclease 2
transcript:Smp_127680.1	0	1	3.38617251928813	3.39019432155035	1153.51706470485	340.243966379525	DmX-like protein 1	Antiviral protein SKI8
transcript:Smp_127700.2	0.000670324277194712	0.999329675722805	4.42478095209427	4.86500856811365	21.6950702978899	4.45146599620601	Protein prenyltransferase alpha subunit repeat-containing protein 1	Protein (RAB geranylgeranyltransferase alpha subunit)
transcript:Smp_127770.1	0	1	0.435399872629464	0.434529138629542	161.573289185236	371.848351536222	Ras-specific guanine nucleotide-releasing factor 2	Guanine nucleotide-releasing protein
transcript:Smp_127770.2	0.00528119117860504	0.994718808821395	2.22573747944918	2.24420282712422	85.4227040445916	38.0581741471947	Ras-specific guanine nucleotide-releasing factor 2	Guanine nucleotide-releasing protein
transcript:Smp_127860.1	1.17798115706336e-09	0.999999998822019	0.336903948777948	0.336338674115494	226.254177367365	672.717208556662	Sex peptide receptor	C-X-C chemokine receptor type 4, lysozyme chimera
transcript:Smp_128120.2	0	1	2.85620104394227	2.85850284594508	1321.948278054	462.455265664949	Protein polybromo-1	Chromatin structure-remodeling complex protein RSC4, linker, histone H3
transcript:Smp_128190.1	0.00055376648806027	0.99944623351194	0.459264517263604	0.455360256426535	36.1578953970726	79.4169918962673	Phage-like element PBSX protein XkdC	Transport activator
transcript:Smp_128330.2	0.00347126344147752	0.996528736558522	0.491048940979283	0.483431920210932	18.5145759919161	38.3088929349833	Transcriptional regulator ERG homolog (Fragment)	Transcriptional regulator ERG
transcript:Smp_128340.1	0.00938415080017807	0.990615849199822	0.154930605598193	0.108408503586868	1.11932375770038	10.4072986466459	CRISPR-associated endonuclease Cas1	Sulfotransferase
transcript:Smp_128350.3	0.0495547114063266	0.950445288593673	2.4814333738285	2.50410492198218	93.827307823012	37.4633929873566	PR domain zinc finger protein 1	AART
transcript:Smp_128370.3	0	1	5.61304230278537	5.62573503810883	1172.54590433062	208.417147099483	Putative glutamate synthase [NADPH]	Ferredoxin-dependent glutamate synthase 2
transcript:Smp_128430.1	0.00719728241506778	0.992802717584932	4.4399518452099	5.00228642180499	17.5388313725653	3.49816204687318	Lysosome membrane protein 2	Lysosome membrane protein 2
transcript:Smp_128510.1	1.05017305174204e-05	0.999989498269483	0.0457664150700384	0.040304899841441	4.0285128204384	100.189053621913	D-aminoacyl-tRNA deacylase	Telomeric repeat-binding factor 2
transcript:Smp_128690.4	0.0429003516919906	0.957099648308009	8.75241205335482	10.0765613545791	33.8225176325355	3.34754593675559	Glycine dehydrogenase (decarboxylating), mitochondrial	Glycine dehydrogenase [decarboxylating]
transcript:Smp_128750.2	3.16229900410026e-06	0.999996837700996	3.28610651213858	3.29400342147055	546.861669911799	166.010370940495	Muscle M-line assembly protein unc-89	Titin
transcript:Smp_128860.1	0	1	3.62730239544909	3.6497077689858	245.425870843726	67.2380884440587	Lysyl oxidase homolog 2B	MAC-2 binding protein
transcript:Smp_128920.1	0	1	3.59576761365701	3.60005383299953	1250.31375830053	347.296961590286	Spectrin beta chain	Actinin
transcript:Smp_128950.2	0.000113563750609336	0.999886436249391	4.5677064904031	4.60308488944422	266.198548404888	57.8226393709045	Tankyrase-1	Burrh
transcript:Smp_128960.1	0.00837384564582411	0.991626154354176	0.322268443452664	0.319652659396027	47.485909905173	148.575999549995	Transcription initiation factor TFIID subunit 2	Transaldolase
transcript:Smp_128960.3	2.69426258673322e-05	0.999973057374133	3.80527537457721	4.18210715698475	17.8443976092565	4.25923484718391	Transcription initiation factor TFIID subunit 2	Leukotriene A-4 hydrolase
transcript:Smp_128960.4	0.00758859648233012	0.99241140351767	6.76944613370112	7.68795368595735	27.6839064324468	3.59224678291597	Transcription initiation factor TFIID subunit 2	Leukotriene A-4 hydrolase
transcript:Smp_129100.1	9.91522232096642e-08	0.999999900847777	0.347988816072983	0.343069012071639	26.0641888413776	75.9927514112317	Probable cytosol aminopeptidase	Invasin IPAA, 70 kDa antigen
transcript:Smp_129100.3	0.0289912612853118	0.971008738714688	3.26645489095034	3.62203740825025	13.2298078374019	3.64534817703549	Migration and invasion-inhibitory protein	CBK1 kinase activator protein MOB2
transcript:Smp_129130.1	0.00249548945521461	0.997504510544785	0.36240438641467	0.361854445340698	240.584195911281	664.882193557974	ATP-dependent DNA helicase Q5	RECQ helicase, ATP-dependent DNA helicase
transcript:Smp_129640.1	2.56009562416004e-06	0.999997439904376	7.93031967086711	9.37156954336168	25.833324972174	2.74763038972272	FERM, RhoGEF and pleckstrin domain-containing protein 1	Protein 4.1
transcript:Smp_129670.1	0	1	145.365152436048	8424.4902450807	84.234902450807	0	Apoptosis-stimulating of p53 protein 2	RELA-associated inhibitor
transcript:Smp_129670.2	0.000367761327675464	0.999632238672325	3.01702477319972	3.02104912696233	868.340262960567	287.423347313255	Apoptosis-stimulating of p53 protein 2	RELA-associated inhibitor
transcript:Smp_129720.2	9.22213505560876e-09	0.999999990777865	2.61682366336872	2.6449449826992	87.1998778639669	32.962284276011	DNA-damage-repair/toleration protein DRT111, chloroplastic	Poly(U)-binding-splicing factor PUF60
transcript:Smp_129770.2	1.3676915155969e-10	0.999999999863231	2.4527062052847	2.4551387574528	840.830732424823	342.47195947067	KN motif and ankyrin repeat domain-containing protein 2	KN motif and ankyrin repeat domain-containing Pro
transcript:Smp_129820.1	1.50776169327571e-10	0.999999999849224	2.14565293674936	2.14634813210306	2028.45933828006	945.069368971005	Canalicular multispecific organic anion transporter 1	Multidrug resistance protein PGP-1
transcript:Smp_129830.1	0	1	3.09299938755134	3.09710225046247	906.055740946587	292.542737259899	Protocadherin alpha-10	EP-cadherin, C-cadherin
transcript:Smp_129840.1	0	1	2.74710200498225	2.74903603811591	1424.1436787175	518.045659864526	Hypothetical protein	Angiotensinogen, serpin A8
transcript:Smp_129920.1	3.28792770208919e-05	0.999967120722979	0.220934668121564	0.211170717193478	9.65282371464731	45.7483506040474	Uncharacterized sodium-dependent transporter HI_0736	Leutaa, Na(+):neurotransmitter symporter (SNF family)
