	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.f.1.SmLE.PZQ.ER.RNA.juv.f.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.f.1.SmLE.PZQ.ER.RNA.adu.f.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_068500	0	1	12.7362444122037	12.7607998268647	2742.75564486309	214.926812901719	Hypothetical protein	Similar to phosphinothricin acetyltransferase
gene:Smp_068510	1.00586206031039e-13	0.999999999999899	4.06817633473224	4.0714311746441	1725.93404814372	423.905810954262	Neuronal calcium sensor 2	Neurocalcin delta
gene:Smp_068530	0	1	7.10236575233745	7.1085845376101	3136.91934616387	441.27747848	Syntenin-1	Syntenin 1
gene:Smp_068580	0	1	0.402742070624767	0.402020881750938	149.713665182322	372.417582692283	ER membrane protein complex subunit 6	39 kDa initiator binding protein
gene:Smp_068680	0	1	35.9166056720236	37.7041888417719	331.185399080287	8.77404785394455	Secreted frizzled-related protein 2	Secreted frizzled-related sequence protein 3
gene:Smp_068710	0	1	0.435295436877028	0.434383829658587	120.998568512662	278.565214477417	26S proteasome non-ATPase regulatory subunit 1	Ephrin type-A receptor 7
gene:Smp_068920	0	1	0.300414649032569	0.300336891230392	1215.15245655801	4045.98798439628	H/ACA ribonucleoprotein complex subunit 4	H/ACA ribonucleoprotein complex subunit 4
gene:Smp_069120	6.07655037399013e-11	0.999999999939234	9.54155895007386	9.66013725213027	312.917797981155	32.3837217260705	Synaptotagmin-2	Synaptotagmin-1
gene:Smp_069240	0	1	6.13073701292454	6.1471431875582	864.509285353557	140.627570815552	Potassium voltage-gated channel protein Shaker	Paddle chimera voltage gated potassium channel KV
gene:Smp_069380	0	1	2.07617390400072	2.07818575743111	499.90873743357	240.545366932901	Histone deacetylase 5	HD7A, histone deacetylase 7A
gene:Smp_069400	0	1	7.30879702185563	7.53179661089446	95.8130538791449	12.71246966156	Regulator of G-protein signaling 3	RGS17, regulator of G-protein signaling 17
gene:Smp_069720	1.23282395403379e-09	0.999999998767176	9.31685069257008	10.2335851500496	41.7415005616482	4.06985080003422	Protocadherin gamma-A10	Cadherin-2
gene:Smp_069880	0	1	0.430419887166193	0.430277699700323	775.114159229062	1801.44092290145	U2 small nuclear ribonucleoprotein B''	U1-A
gene:Smp_069890	0	1	18.0439597119195	19.0689533071453	142.585274809087	7.46787634236094	UPF0193 protein EVG1 homolog	30S ribosomal protein S16
gene:Smp_070020	0	1	16.9459360262261	17.0481775697927	1195.71005111883	70.1277051138595	Hypothetical protein	VP9, bannavirus VP9
gene:Smp_070100	0	1	13.4603343900595	13.5425574183318	922.913803228189	68.1398903581448	Envelope glycoprotein B	Kinetochore-associated protein NSL1 homolog
gene:Smp_070130	0	1	0.389786819949697	0.389444216739817	311.925172694191	800.965234156813	Bud site selection protein 20	Zinc finger protein 593
gene:Smp_070360	0	1	0.0422396264566726	0.032333302715857	1.39579938186424	43.4683725689365	Cytoplasmic polyadenylation element-binding protein 1	Cytoplasmic polyadenylation element-binding prote
gene:Smp_070380	0	1	4.96076530555438	4.96302833903119	3906.27402530334	787.066711729168	Autoinducer 1 sensor kinase/phosphatase LuxN	Claudin-15
gene:Smp_070540	0	1	8.62422655681693	8.63337667574086	3235.02270803018	374.702332096014	Hypothetical protein	Disabled homolog 2
gene:Smp_070600	0	1	0.300352924556358	0.300277159934114	1246.98235913196	4152.7945603121	Transaldolase	Transaldolase
gene:Smp_070640	0	1	10.0022407419511	10.0236716402893	1893.49305445963	188.893140726285	Protein unc-112	Fermitin family homolog 2
gene:Smp_070770	0	1	0.249456774763968	0.249250939656124	408.706333751186	1639.76850721472	Ubiquitin-fold modifier-conjugating enzyme 1	UFM1-conjugating enzyme 1
gene:Smp_070780	0	1	2.89772796473863	2.89902409162861	1908.81974078476	658.428729880449	UDP-glucose 4-epimerase	UDP-galactose 4-epimerase
gene:Smp_070860	0	1	14.0281630606208	14.7492910197651	119.821481377924	8.11455874776226	Putative malate dehydrogenase 1B	Malate dehydrogenase
gene:Smp_071000	0	1	0.29925485125204	0.299170544655334	1118.25905145518	3737.88823708583	26S proteasome complex subunit SEM1	26S proteasome complex subunit DSS1
gene:Smp_071050	0	1	5.69964203201513	5.70588557426425	1931.44998209557	338.493104725268	Antho-RFamide neuropeptides type 2	CSTF-50, isoform B
gene:Smp_071150	9.62896429257398e-13	0.999999999999037	2.00980094726377	2.01055992663319	1202.9515790284	598.311673029083	Formin-binding protein 1-like	Formin-binding protein 1
gene:Smp_071250	0	1	3.08605658230558	3.08683124818072	3738.11206445491	1210.98009434288	Ras-related protein Rap-1b	GTP-binding protein GEM
gene:Smp_071380	0	1	2.35173396090774	2.35260890737794	1634.50311870091	694.756186413291	E3 ubiquitin-protein ligase RNF167	ERAD-associated E3 ubiquitin-protein ligase DOA10
gene:Smp_071390	0	1	3.22746708415123	3.22956320991856	1543.34800674283	477.874440224888	adenylate kinase	Adenylate kinase 1
gene:Smp_071560	0	1	0.482233493116738	0.482134507908652	1134.11468025961	2352.28933069733	Transmembrane protein 147	V-SET domain-containing T-cell activation inhibit
gene:Smp_071590	6.45525304182604e-05	0.999935447469582	0.477420228059556	0.476931176313469	229.173013519485	480.52686758538	ADP-ribosylation factor-like protein 6-interacting protein 1	Neurogenic locus notch protein
gene:Smp_071890	0	1	0.248510783154218	0.246785771317293	48.3381345467957	195.901353757241	E3 ubiquitin-protein ligase TRAIP	262 2nyt_A Probable C->U-editing e  26.2      24 0.00071   31.7   0.0   33   32-64     81-123 (190)
gene:Smp_072110	0	1	0.395891715910609	0.395871930544412	5435.67572671439	13730.9097932754	Programmed cell death protein 4	Programmed cell death protein 4
gene:Smp_072210	0	1	2.9651629739832	2.96995961670844	547.183181951879	184.232633762921	Zinc finger protein 395	SAV_2001
gene:Smp_072450	0	1	27.7255849457706	32.9452986650056	75.8482668406561	2.29255210650837	Apelin receptor A	Rhodopsin
gene:Smp_072460	0	1	0.418979585712722	0.417646013339387	81.8199100577824	195.921261030106	phosphomevalonate kinase	137 3vow_A Probable DNA DC->DU-edi  28.8      20  0.0006   28.5   0.0   45  137-181   121-166 (190)
gene:Smp_072500	5.12121122380194e-05	0.999948787887762	0.482639632150052	0.478750351775946	28.6292699186719	59.8108853788477	LisH domain and HEAT repeat-containing protein KIAA1468 homolog	Cytochrome C'
gene:Smp_072560	0	1	0.475663460681742	0.475083503360592	193.148120304415	406.567199456675	Inner centromere protein	Incenp, inner centromere protein
gene:Smp_072740	0	1	0.277791680564549	0.277657216029801	670.634905950436	2415.35998584059	Glutathione gamma-glutamylcysteinyltransferase 3	ALR0975 protein
gene:Smp_072800	0	1	0.402205214636702	0.401989440935397	500.827902958062	1245.88815541585	DNA-directed RNA polymerase I subunit RPA12	DNA-directed RNA polymerases I and III subunit RP
gene:Smp_072950	0	1	0.400557158980811	0.400472306944885	1272.28239782464	3176.96972059711	Transmembrane emp24 domain-containing protein eca	Pyrogallol hydroxytransferase small subunit
gene:Smp_072980	0	1	0.403804283205107	0.40373824442684	1639.13979475215	4059.92194199162	Eukaryotic elongation factor 2 kinase	MHCK-A, myosin heavy chain kinase A
gene:Smp_072990	0	1	2.80919647445652	2.81455967123079	426.963964347132	151.69186964287	Transmembrane protein 185B	Ubiquitin-like modifier-activating enzyme ATG7
gene:Smp_073070	0	1	2.13417692540293	2.13560376598394	763.394937744162	357.455626303782	Palmitoyltransferase ZDHHC5	Blue-light photoreceptor, sensor protein FIXL
gene:Smp_073080	0	1	0.496583428849983	0.496275588408165	364.957067871597	735.402090371504	RNA-binding protein PNO1	KRR1 small subunit processome component
gene:Smp_073270	0	1	11.0246789929863	11.0400415815539	3239.69686397923	293.440603428184	Neuroendocrine protein 7B2	FABZ, (3R)-hydroxymyristoyl-acyl carrier protein dehydratase
gene:Smp_073280	0	1	25.8236224790253	26.1278883346498	958.607122551586	36.6794220563666	Myelin proteolipid protein	Syntaxin-1A
gene:Smp_073400	0	1	5.03323174449238	5.03488553943965	5521.9092303873	1096.72182977698	Lysosome-associated membrane glycoprotein 1	Lysosome-associated membrane glycoprotein 3
gene:Smp_073470	0	1	2.2778986777025	2.27904352392433	1144.00262329964	501.960502664969	Retinoid X receptor RXR-2	Liver X nuclear receptor beta
gene:Smp_073540	0	1	0.468693153226778	0.468535000030514	707.835392847734	1510.75310798902	Prefoldin subunit 5	Protein (prefoldin)
gene:Smp_073570	1.30583026525244e-06	0.999998694169735	0.499577523627068	0.49934389496409	480.98366949581	963.241327084713	DNA-directed RNA polymerases I, II, and III subunit RPABC2	DNA-directed RNA polymerases I, II, and III subunit rpabc2
gene:Smp_073590	2.03503880413791e-13	0.999999999999796	0.492398814116612	0.492362089614047	3060.40445225371	6215.77004645464	GTP-binding protein SAR1b	SAR1
gene:Smp_073620	0	1	0.347761948158968	0.347675057233938	1173.62804194352	3375.66512401047	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	Endothelial-monocyte activating polypeptide II
gene:Smp_073880	0	1	0.331180208938254	0.33116186750195	5430.55515699014	16398.5119613432	40S ribosomal protein S3a	C3 protein, 40S ribosomal protein S3A
gene:Smp_074000	0	1	0.287739963406263	0.287734494008684	16850.7675074916	58563.6236913537	Serine protease HtrA-like	Mitochondrial import inner membrane translocase S TIM8
gene:Smp_074020	0	1	2.12109748715061	2.12154973149022	2365.10568229157	1114.7956758633	AP-2 complex subunit alpha	Adaptor protein complex AP-2, alpha 2 subunit
gene:Smp_074080	0	1	8.17928430063967	8.18427258943329	5297.09498865317	647.21978502601	Serine/threonine-protein kinase NLK2	Phosphotransferase
gene:Smp_074140	0	1	4.09212763096656	4.0934230569159	4393.99333881273	1073.42005541267	Annexin A8-like protein 1	Annexin A8
gene:Smp_074150	0	1	5.6816844692262	5.6899786185987	1444.33138092242	253.829509379057	annexin	Annexin A5, annexin V, lipocortin V, endonexin II
gene:Smp_074200	0	1	0.438856853397839	0.438621748257743	470.783688908861	1073.33780087606	Ubiquitin carboxyl-terminal hydrolase 16	Ubiquitin carboxyl-terminal hydrolase 4
gene:Smp_074210	0	1	0.303563125943387	0.303335443228849	417.247149848345	1375.55345347203	28S ribosomal protein S15, mitochondrial	28S ribosomal protein S15, mitochondrial, 28S ribosomal protein S14, mitochondrial
gene:Smp_074230	0	1	0.32458105651295	0.324088844941277	199.9828330053	617.082615580575	DNA-directed RNA polymerase II subunit RPB4	Human RPB4, DNA-directed RNA polymerase II 16 kDa polypeptide
gene:Smp_074260	0	1	0.315121119421213	0.314925399147228	495.570922216809	1573.63545241117	Growth arrest and DNA damage-inducible proteins-interacting protein 1	Phosphoglucomutase
gene:Smp_074280	0.00314901055139893	0.996850989448601	4.32322058971072	4.46746572094673	46.2758418941218	10.3506484717051	Chaperone protein ClpB 2	Protein DPY-30 homolog
gene:Smp_074370	0	1	0.448255354883824	0.448062558694772	576.633323856867	1286.96056396914	Pre-mRNA-processing factor 17	Platelet-activating factor acetylhydrolase IB alpha subunit
gene:Smp_074390	0	1	0.236824676293529	0.236540786619433	285.952899523812	1208.92696013573	Eukaryotic translation initiation factor 4E-binding protein 1	Eukaryotic translation initiation factor 4E- binding protein 1
gene:Smp_074450	0	1	10.5239593336085	10.5557984564349	1419.95114077421	134.509538870941	N-acetyl-gamma-glutamyl-phosphate reductase	Dynein light chain 1
gene:Smp_074460	0	1	4.2879796333299	4.29446115318497	979.682703227147	228.119366707756	tegument-allergen-like protein (TAL10)	Protein (epidermal growth factor receptor pathway substrate 15)
gene:Smp_074470	1.71120895231525e-11	0.999999999982888	0.272653973023453	0.272633740949619	4407.66134686879	16166.9960775174	40S ribosomal protein S23	RP37, S28, YS14, 40S ribosomal protein S23-A
gene:Smp_074500	6.03517236186235e-13	0.999999999999396	0.446886819584251	0.446744781721887	782.334980012314	1751.20235215535	Proteasome subunit beta type-2	20S proteasome
gene:Smp_074570	0	1	0.185083200588631	0.183087770953903	33.6152190518821	183.646280682712	Hypothetical protein	Formaldehyde-activating enzyme FAE
gene:Smp_074590	0	1	6.84043995026759	6.87026142949918	605.078050308905	88.0635116877516	Valine--tRNA ligase	ACVR2B protein
gene:Smp_074610	4.991198437998e-06	0.999995008801562	0.329639085697334	0.328413194477056	80.7518537830975	245.905374720853	histone H3	Histone H3
gene:Smp_074700	0	1	0.367347288778346	0.367274431018862	1434.18825024888	3904.96712097804	Translocon-associated protein subunit gamma	PLB, cardiac phospholamban
gene:Smp_074710	0	1	0.0204748774110357	0.0203111693076775	54.6424027770313	2690.74610316404	Differentially expressed in FDCP 8 homolog	RAF-1
gene:Smp_074780	0	1	0.216601403079293	0.216575678848242	2966.04366124779	13695.2196630046	40S ribosomal protein S18	40S ribosomal protein S18
gene:Smp_074830	0.000395848183313396	0.999604151816687	3.15739881221447	3.19818287627664	76.0702902051023	23.7785990727571	Tubulin polyglutamylase ttll6	Tubulin tyrosine ligase, TTL
gene:Smp_074900	0	1	7.54237552360213	7.55424699124336	1872.18537280136	247.823486907636	Docking protein 2	Docking protein 1
gene:Smp_074940	5.96023230770015e-12	0.99999999999404	0.473987072091412	0.473648832137559	331.240783633365	699.349443447675	Kynurenine formamidase	Kynurenine formamidase
gene:Smp_074990	0.00690648017216222	0.993093519827838	2.70647518183881	2.78793751516123	26.2536510086767	9.41045898297612	RCC1 domain-containing protein 1	X-linked retinitis pigmentosa GTPase regulator
gene:Smp_075060	0.0174025049840384	0.982597495015962	4.1209827558599	4.23574793266772	51.7912546212158	12.2195413808042	Glutamine-dependent NAD(+) synthetase	Glutamine-dependent NAD(+) synthetase
gene:Smp_075110	0	1	0.235106397417826	0.23374450107119	59.0274116062285	252.562408487367	Cell cycle checkpoint protein RAD1	Cell cycle checkpoint protein RAD1
gene:Smp_075120	0	1	0.404186514542613	0.40410058117035	1259.9793682427	3117.99929509564	Transcriptional activator protein Pur-beta	Purine-rich binding protein-alpha, isoform B
gene:Smp_075130	0	1	3.4721031714136	3.47950127892963	522.857785819023	150.260899161695	Guanine nucleotide-binding protein subunit beta-5	Guanine nucleotide-binding protein subunit beta 5
gene:Smp_075140	0	1	11.9336851636991	12.1227569440704	315.25095022336	25.9957140201564	Mitochondria-eating protein	Coiled-coil peptide CC-PIL
gene:Smp_075330	0	1	0.039276626116017	0.0390356824708077	69.9860590854424	1793.12014798161	Nitrogen assimilation regulatory protein NtrC	Amyloid beta A4 protein and amyloid beta A4 precursor protein-binding family B member...
gene:Smp_075350	0	1	19.2468700292445	19.819993057273	283.764227317967	14.3075745066084	Penaeidin-4d	Phenol hydroxylase component PHO
gene:Smp_075360	0	1	6.86666632204476	6.94168183624748	244.127185384811	35.1597457682368	Potassium channel toxin kappa-KTx 1.4	Peptide of nuclear mitotic apparatus protein 1
gene:Smp_075370	3.8917252753734e-09	0.999999996108275	5.40923003356635	5.4139765715024	2261.66972434999	417.738339779454	Hypothetical protein	Pleckstrin homology domain
gene:Smp_075400	0	1	4.54783124774125	4.55034472042406	2888.42112085282	634.761934506016	DNA-directed RNA polymerase subunit beta'	Heat shock protein STI1
gene:Smp_075420	0	1	13.0995607737669	13.1285028867988	2468.20794709059	187.994524839804	Uncharacterized protein C17C9.11c	LDL receptor adaptor protein
gene:Smp_075470	0	1	0.23979084142696	0.239689722608691	810.352725747993	3380.87223778773	Cysteine desulfurase, mitochondrial	Cysteine desulfurase
gene:Smp_075500	0	1	6.65055921291294	6.6722120894735	783.013155014826	117.345855076935	Glutamate-1-semialdehyde 2,1-aminomutase	Claudin-15
gene:Smp_075770	0	1	4.58750949630862	4.5924838986713	1489.44958168666	324.315488025683	Abnormal spindle-like microcephaly-associated protein homolog (Fragment)	Myosin-5A
gene:Smp_075870	0	1	0.218478946164589	0.218437282830364	1842.63790248322	8435.58248955774	Translocating chain-associated membrane protein 1-like 1	Designed protein OR32
gene:Smp_076030	0	1	5.24582172770251	5.25686461901973	908.92888214441	172.895134147035	Protein Tob1	Protein TOB1
gene:Smp_076230	1.66474778406922e-09	0.999999998335252	0.429847563997453	0.429793035701125	2020.94834057341	4702.15632821097	Proteasome subunit alpha type-7-like	20S proteasome
gene:Smp_076300	0	1	31.8320902214195	32.3639666609244	843.679982046585	26.0588064255498	Forkhead box protein F1-B	HNF-3/FORK head DNA-recognition motif
gene:Smp_076320	0	1	0.0510298014357123	0.0509249398706576	207.240551832193	4069.71599984568	Myb/SANT-like DNA-binding domain-containing protein 3	DNA binding protein GT-1
gene:Smp_076370	0	1	5.62289465476787	5.62438691818158	7835.59666397747	1393.13858276336	Putative apoptosis inhibitor ORF99	X-linked IAP, baculoviral IAP repeat-containing protein 4
gene:Smp_076390	4.55191440096314e-15	0.999999999999995	2.06894321327366	2.07253173327635	277.621911821094	133.947858093782	Ceramide-1-phosphate transfer protein	Glycolipid transfer protein domain-containing Pro
gene:Smp_076400	0	1	6.86922190566945	6.90498505163547	509.598295779301	73.7929542379094	Universal stress protein MJ0577	Protein (ATP-binding domain of protein MJ0577)
gene:Smp_076530	0	1	0.459613037645864	0.459514013944459	1127.68952971613	2454.10346660785	Regulator of chromosome condensation	Regulator of chromosome condensation
gene:Smp_076650	0	1	0.431365590544321	0.430461203120773	121.704289722205	282.743216410206	Calcium release-activated calcium channel protein 1	Calcium release-activated calcium channel protein
gene:Smp_076740	0	1	0.255168058864344	0.255135701487956	2641.0919017797	10351.7435428274	40S ribosomal protein S15a	RPS15A, 40S ribosomal protein RPS22E
gene:Smp_076860	0	1	4.36178865146163	4.39780954371462	184.568575435252	41.9605704852666	B9 domain-containing protein 2	Synaptotagmin XIII
gene:Smp_076930	2.22044604925031e-16	1	8.91747097258438	9.44502674645473	63.7356014684831	6.73911815283218	MORN repeat-containing protein 2	Histone H3 lysine 4 specific methyltransferase
gene:Smp_076950	0	1	0.382267160948417	0.382172296370998	1119.13084571913	2928.3572739918	Uncharacterized membrane protein YBR220C	Melibiose carrier protein
gene:Smp_077180	0	1	0.184314350956619	0.183441425037338	77.0753378116185	420.207722337952	Serine/threonine-protein kinase Chk1	Serine/threonine-protein kinase CHK1
gene:Smp_077310	0	1	17.6968893696212	18.7969260345111	128.295174985769	6.81585943841033	tegument-allergen-like protein (TAL9)	Dynein light chain 1
gene:Smp_077590	0	1	0.489475084601492	0.489058902871673	269.778871917996	551.639035185416	BUD13 homolog	PRE-mRNA-splicing factor CWC26
gene:Smp_077720	0	1	5.10873858665586	5.1117318349686	3155.4505764759	617.287753158697	annexin B2	Annexin A8
gene:Smp_077850	0	1	6.5757739300664	6.62152242044256	362.913570696766	54.7996869046785	Actin	Actin-related protein 4
gene:Smp_077860	0	1	28.3468614066124	30.6761548282888	161.952004249611	5.26973617150522	Actin-1	Actin-related protein 8
gene:Smp_077890	0	1	0.0095634899430465	0.00955042066498128	325.471625407088	34080.3343978691	CUB and sushi domain-containing protein 1	Thioredoxin
gene:Smp_077980	0	1	9.97150521074173	10.0101446669637	1045.20009023859	104.405083399151	Neuroendocrine convertase 2	Furin
gene:Smp_078090	0	1	0.403855148190033	0.403597823684386	420.472957622457	1041.82653366594	SAP domain-containing ribonucleoprotein	THO1 protein
gene:Smp_078200	0.000362693009559267	0.999637306990441	0.128073244635981	0.121170412923759	6.8730074320154	56.7943573173775	Carbamoyl-phosphate synthase large chain	Cytochrome C-553
gene:Smp_078230	0	1	21.3525824637202	21.8103337535811	436.08508266467	19.9848835075972	cGMP-dependent protein kinase 1	CGMP-dependent protein kinase, putative
gene:Smp_078320	0	1	0.26680306262835	0.266723995081036	1112.26812090989	4170.1364488486	Eukaryotic translation initiation factor 3 subunit F	COP9 signalosome complex subunit 6
gene:Smp_078400	0	1	0.311125477145866	0.310838490642566	335.528511668239	1079.45255618026	N-acetylgalactosamine kinase	N-acetylgalactosamine kinase
gene:Smp_078690	0	1	8.53616922534799	8.54039988110847	6841.47045507365	801.062613731722	calponin	Calponin-2
gene:Smp_078720	0	1	0.0501123074412469	0.0493253430640406	26.7641833477434	542.797848553262	Bone marrow proteoglycan	MBP, eosinophil granule major basic protein 1
gene:Smp_078800	0	1	0.446418767874619	0.44631298498671	1050.34085421079	2353.38523953591	DnaJ homolog subfamily B member 9	DNAJ, HSP40
gene:Smp_078920	0	1	0.491490384649433	0.490771467492858	156.099221898837	318.079441296032	Condensin complex subunit 3	CLIP-associating protein
gene:Smp_079050	0	1	0.257914661892529	0.257483780215371	199.412718842835	774.495946262045	DNA primase large subunit	DNA primase large subunit
gene:Smp_079230	0	1	0.40636829286572	0.406308355777683	1809.68812157327	4453.9917349864	immunophilin FK506 binding protein FKBP12, putative	FK506-binding protein 1A
gene:Smp_079240	1.66533453693773e-15	0.999999999999998	0.441165369585159	0.440919729668578	451.090007385063	1023.07873255487	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	Deoxyuridine 5'-triphosphate nucleotidohydrolase
gene:Smp_079270	0	1	2.28704794809244	2.28809812197419	1261.05389013382	551.130651715477	Muscle LIM protein 1	QCRP2 (LIM1)
gene:Smp_079310	0	1	0.350907215636747	0.350868926102579	2674.84680829308	7623.51151843468	Transmembrane emp24 domain-containing protein 10	Regulatory peptide
gene:Smp_079380	0	1	8.84769631209634	8.92193756559104	424.1063393419	47.5263491645107	serine palmitoyltransferase 2	SPT, serine palmitoyltransferase
gene:Smp_079640	0	1	12.4041300204509	13.3789905512897	70.3736769957816	5.25076139496164	Monocarboxylate transporter 9	Glycerol-3-phosphate transporter
gene:Smp_079750	0	1	0.479303413637502	0.478992736142033	361.011273962598	753.69928768228	Ribosomal RNA-processing protein 8	Nucleomethylin, cerebral protein 1
gene:Smp_079800	0	1	0.456175076979536	0.455772076494053	276.575993663196	606.841555695963	TBC1 domain family member 14	TBC1 domain family member 14
gene:Smp_079810	0	1	0.370361580759906	0.36991769559648	235.958824751887	637.885476644865	Probable peptide chain release factor C12orf65 homolog, mitochondrial	Probable peptide chain release factor C12ORF65 HO mitochondrial
gene:Smp_079840	0	1	2.00448260340892	2.00559495089429	814.458142495262	406.088022001947	Uroporphyrinogen-III synthase	Uroporphyrinogen-III synthase
gene:Smp_080150	4.44089209850063e-16	1	0.38441683250491	0.383790042136261	169.496772884613	441.65537500843	Peptidyl-prolyl cis-trans isomerase-like 3	Peptidyl-prolyl CIS-trans isomerase-like 3
gene:Smp_080210	0	1	3.9208786560503	3.92701009618888	841.2727272271	214.219835579887	Clavesin-2	Alpha-TTP, protein (alpha-tocopherol transfer protein)
gene:Smp_080320	0	1	11.4237604578471	11.6654807307866	226.216209665561	19.3827892803014	Dynein assembly factor with WDR repeat domains 1	Platelet-activating factor acetylhydrolase IB alpha subunit
gene:Smp_080370	1.81287805915975e-05	0.999981871219408	0.446900650972353	0.446815142668691	1299.71559493241	2908.85648820705	Transcription elongation factor SPT5	Transcription factor ATF-4
gene:Smp_080700	0	1	2.00383464284245	2.00424166550483	2222.90372218987	1109.09463565778	JNK-interacting protein	C-JUN-amino-terminal kinase-interacting protein 4
gene:Smp_080730	0	1	0.333343701146838	0.333157133061357	535.346006916207	1606.9074386178	Cyclin-dependent kinase 1	Kinase, CMGC CDK
gene:Smp_080840	0	1	0.237530465720197	0.236987218514863	149.571832790252	631.171013590702	Box C/D snoRNA protein 1	Zinc finger HIT domain-containing protein 3
gene:Smp_080870	0	1	3.97184237873518	3.97928103257279	714.922378434243	179.653706227857	Netrin receptor DCC	Interleukin-6 receptor subunit beta
gene:Smp_081190	0	1	2.03608992711646	2.03725360857116	815.702966761201	400.388341831044	GTP-binding protein rhoA	RND3/RHOE small GTP-binding protein
gene:Smp_081200	0	1	7.44233628465268	7.52123236292781	276.178704423257	36.7112035336912	Coiled-coil domain-containing protein 42 homolog	RNA polymerase II mediator complex protein MED7
gene:Smp_081250	3.79956405449633e-07	0.999999620043595	6.14612886427509	6.30175746238748	93.699121831587	14.8603155256128	Potassium voltage-gated channel subfamily A member 2	Paddle chimera voltage gated potassium channel KV
gene:Smp_081430	0	1	11.5845983788563	11.6050339951963	2703.08925053372	232.914716261291	Retinol dehydrogenase 14	Mypaa.01249.C
gene:Smp_081790	2.58782550943693e-10	0.999999999741217	0.489110643967834	0.488815392352783	380.361857652179	778.140327511907	Nucleoside diphosphate kinase 6	Nucleoside diphosphate kinase
gene:Smp_081900	0	1	3.66679840630421	3.66971942925473	1506.65607944096	410.557104239613	Long neurotoxin homolog NTL2	LY-6/neurotoxin-like protein 1
gene:Smp_082250	0	1	6.29215828153811	6.35810794614546	229.434188715865	36.0768658820056	Cytosolic carboxypeptidase 6	Family M14 unassigned peptidase
gene:Smp_082300	0	1	7.4482189882472	7.5041579987306	388.995641545891	51.8286795176348	Phospholipid phosphatase-related protein type 5	Phosphatidylglycerophosphatase
gene:Smp_082370	1.09809383808113e-10	0.999999999890191	0.486184938019844	0.484800693678886	80.915657903044	166.915623164735	NAD(P) transhydrogenase, mitochondrial	Transhydrogenase DIII
gene:Smp_082410	0.00475412560901289	0.995245874390987	0.133559055743348	0.0567355708963958	0.277759270955494	5.06193752365634	Hypothetical protein	Protein transport protein SEC31
gene:Smp_082490	0	1	0.483687401040674	0.483447235476388	467.380626922777	966.777257480563	G2/mitotic-specific cyclin-B2	Human cyclin B1
gene:Smp_082620	0	1	0.437090684084343	0.437038211946902	2108.41435021614	4824.33783179165	CAAX prenyl protease 1 homolog	CAAX prenyl protease 1 homolog
gene:Smp_083240	0	1	6.67848432996335	6.70054840485804	775.497477087642	115.727911321614	Natterin-4	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
gene:Smp_083410	0	1	0.205904661020131	0.205890192238283	5081.6460804166	24681.379750394	Elongation factor 1-gamma	Elongation factor 1-gamma
gene:Smp_083450	0	1	0.39804198917744	0.397761193939379	383.456829227271	964.052947995157	DnaJ homolog subfamily C member 9	DNAJ homolog DNJ-2
gene:Smp_083480	0	1	2.64402371489769	2.64993909239297	331.190083075684	124.974036058203	Immunoglobulin superfamily member 10	OX-2 membrane glycoprotein
gene:Smp_083680	0	1	0.391714679199045	0.391487787820753	471.984017303889	1205.63173899595	Uncharacterized protein CG1785	CDK-activating kinase assembly factor MAT1
gene:Smp_083710	0	1	0.430214613091893	0.429510071827747	156.199397288277	363.682047135333	Fanconi anemia group M protein	ATP-dependent RNA helicase, putative
gene:Smp_083730	0	1	4.80266575127308	4.80354189882029	9375.6406994253	1951.81032277638	Hypothetical protein	Mutator 2, isoform B
gene:Smp_083770	0	1	0.132713712832695	0.132417643522321	174.429114944681	1317.33042612891	Anoctamin-7	CT398
gene:Smp_083800	0	1	31.7621048126457	33.8195054497858	227.391519320364	6.713975300526	Cell wall teichoic acid glycosylation protein GtcA	E3 ubiquitin-protein ligase UBR2
gene:Smp_083990	0	1	3.06420357930589	3.06601835194711	1568.30748835293	511.506014689525	amino acid permease	Arginine/agmatine antiporter
gene:Smp_084010	0	1	7.37177139894135	7.39880788038743	784.142799121957	105.973668152888	ATP synthase subunit alpha	Endoglucanase Z, EGZ, CEL5
gene:Smp_084090	0	1	14.0200830794698	14.0634069845387	1900.65526017732	135.139701794658	Junctophilin-3	Histone H3 lysine 4 specific methyltransferase
gene:Smp_084460	0	1	0.313500684788455	0.31346497322084	2709.86429343596	8644.8930192819	60S ribosomal protein L28	60S ribosomal protein L28, 60S ribosomal protein L26
gene:Smp_084620	4.32986979603811e-15	0.999999999999996	0.333192346859251	0.333076916411948	865.264020436297	2597.81043666494	Activated RNA polymerase II transcriptional coactivator p15	P15, transcriptional coactivator PC4
gene:Smp_084740	0	1	0.474072945627803	0.473960693729639	998.61647776528	2106.97163577026	Ubiquitin carboxyl-terminal hydrolase 14	Ubiquitin carboxyl-terminal hydrolase 14
gene:Smp_084830	0	1	0.397684582426864	0.397516307955493	639.856873813294	1609.65194595703	UDP-glucose 6-dehydrogenase	UDP-glucose 6-dehydrogenase
