	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.isoforms.results_Mean	GFF_annotation	HHPred_annotation
transcript:Smp_076990.1	7.18314296932476e-14	0.999999999999928	2.89453399842596	2.9131832797133	155.751524140675	53.4578079561147	Protein TSSC1	Histone acetyltransferase type B subunit 2
transcript:Smp_077090.1	0	1	0.45645895005319	0.456377206567296	1597.17497628943	3499.69365150984	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	NIFU-like protein
transcript:Smp_077310.2	0	1	3.81495765841283	3.85556275439202	140.669616984739	36.477440601112	Tegument antigen	Dynein light chain 1
transcript:Smp_077670.4	0.0170051934020545	0.982994806597945	0.117536265335978	0.0788561035480209	0.936882247650755	11.9977229922238	tRNA (guanine(10)-N2)-methyltransferase homolog	TRNA (guanine N2-)-methyltransferase TRM14
transcript:Smp_077860.1	0.0156804858438855	0.984319514156115	2.68727333537385	2.69617871927318	268.854553351169	99.7105976848775	Actin-1	Actin-related protein 8
transcript:Smp_077890.2	1.63312474654731e-10	0.999999999836688	0.0974508663549959	0.0862883097199976	3.66207223429901	42.5458484830071	CUB and sushi domain-containing protein 1	Thioredoxin
transcript:Smp_078240.2	1.03475006341114e-11	0.999999999989652	69.5202373061375	3675.89565463382	36.7489565463382	0	Squamous cell carcinoma antigen recognized by T-cells 3	FBP-interacting repressor
transcript:Smp_078400.2	2.533862009102e-11	0.999999999974661	0.295970138030564	0.294615461585156	80.5766517168141	273.521644548537	N-acetylgalactosamine kinase	N-acetylgalactosamine kinase
transcript:Smp_078550.1	0.00188713686303421	0.998112863136966	3.01269560811731	3.02151338424155	362.980808925593	120.125429754752	Gastrula zinc finger protein XlCGF49.1 (Fragment)	GLI-kruppel family member HKR3
transcript:Smp_078560.2	0.000509221008297756	0.999490778991702	0.452127930827535	0.447860700388507	30.2541230957977	67.5648576946903	Zinc finger protein 2	AART
transcript:Smp_078570.1	0.0049172821824317	0.995082717817568	0.254513218826803	0.253727889884881	126.757704858588	499.610695683491	Gastrula zinc finger protein XlCGF57.1 (Fragment)	AART
transcript:Smp_078720.1	0.00691658924684879	0.993083410753151	0.23989604037567	0.194704656779606	1.71363685334498	8.84257128336704	Bone marrow proteoglycan	MBP, eosinophil granule major basic protein 1
transcript:Smp_078900.1	0	1	2.20000732320806	2.20325687149076	428.221007937193	194.352724327937	Histone-lysine N-methyltransferase EZH1	Histone-lysine N-methyltransferase EZH2
transcript:Smp_078910.1	0	1	0.0559298114482222	0.0545627525955813	19.8219500324466	363.460482866597	Protein FAM78A	Conserved hypothetical protein
transcript:Smp_079010.1	1.50596715198237e-06	0.999998494032848	2.38566811398672	2.38631103417197	2706.94656507881	1134.35870815045	cAMP-dependent protein kinase type II regulatory subunit	CAMP-dependent protein kinase type II-alpha regul subunit
transcript:Smp_079270.1	0	1	0.494211938097382	0.494133237353089	1671.41108984451	3382.52119502296	Muscle LIM protein 1	QCRP2 (LIM1)
transcript:Smp_079370.1	0	1	5.29521308263596	5.36166401180875	182.39440697859	34.010111401396	Hypothetical protein	Protein DOK-7
transcript:Smp_079380.1	0.0026301012523805	0.997369898747619	8.65699012217654	9.03869846767101	95.4198861531776	10.5479234105999	serine palmitoyltransferase 2	SPT, serine palmitoyltransferase
transcript:Smp_079420.2	0.0066464592860469	0.993353540713953	2.37821107596188	2.39702814791182	92.3936017844434	38.5392351706179	Ankyrin repeat domain-containing protein 42	Ankyrin
transcript:Smp_079420.3	1.21647136808178e-12	0.999999999998784	0.307304422851019	0.301985716345486	20.6902154702066	68.5370018937074	Ankyrin repeat domain-containing protein 42	Monopolin complex subunit LRS4
transcript:Smp_079600.1	3.0362877245782e-07	0.999999696371228	0.103332403449474	0.0985592302468565	9.73481638737806	98.862691710058	Two pore calcium channel protein 2	Navrh, ION transport protein
transcript:Smp_079640.1	0.0114670337752995	0.988532966224701	0.446920557958967	0.444556671805766	54.7344588852094	123.133937223662	Monocarboxylate transporter 9	Glycerol-3-phosphate transporter
transcript:Smp_079810.1	1.37667655053519e-14	0.999999999999986	0.482902424013125	0.482305178841793	219.772877778135	455.68255197699	Probable peptide chain release factor C12orf65 homolog, mitochondrial	Probable peptide chain release factor C12ORF65 HO mitochondrial
transcript:Smp_079910.1	0.00768437204721562	0.992315627952784	0.231120060339629	0.22504895726317	14.9909928602629	66.6465757188596	Transcription initiation factor IIE subunit beta	General transcription factor TFIIE-beta
transcript:Smp_079960.1	0	1	0.336354721345583	0.334079020091894	51.2669327643057	153.477437643349	Tubulin beta-4 chain	Tubulin beta-2B chain
transcript:Smp_080150.1	0	1	0.49373893807125	0.492928330869302	162.021675628836	328.702442523005	Peptidyl-prolyl cis-trans isomerase-like 3	Peptidyl-prolyl CIS-trans isomerase-like 3
transcript:Smp_080320.1	0.00037063237872037	0.99962936762128	0.458407874370525	0.457637896670055	169.411393799736	370.198400642756	Dynein assembly factor with WDR repeat domains 1	Platelet-activating factor acetylhydrolase IB alpha subunit
transcript:Smp_080530.2	0.0113806034664113	0.988619396533589	0.304614432794203	0.295704505194151	12.1367897535681	41.0674592209643	Replication protein A 32 kDa subunit	Replication protein A 32 kDa subunit
transcript:Smp_080700.1	0	1	2.23173917708158	2.23243848242944	2069.57601649472	927.041756535978	JNK-interacting protein	C-JUN-amino-terminal kinase-interacting protein 4
transcript:Smp_080870.1	2.33268959703992e-12	0.999999999997667	3.48594930329299	3.49422549099711	552.404333979945	158.083498946546	Netrin receptor DCC	Interleukin-6 receptor subunit beta
transcript:Smp_081140.1	0.000557912881823164	0.999442087118177	2.60166126200908	2.60707487787298	405.955208705725	155.706742987044	Probable guanine nucleotide exchange factor MCF2L2	Guanine nucleotide exchange factor DBS
transcript:Smp_081140.2	6.98558354828016e-07	0.999999301441645	7.3709428130383	7.45248836587726	306.438011606127	41.1102267700627	Probable guanine nucleotide exchange factor MCF2L2	Guanine nucleotide exchange factor DBS
transcript:Smp_081140.3	3.7247270792129e-05	0.999962752729208	6.22980272756575	6.31327506920819	208.175030245505	32.9657579011388	Probable guanine nucleotide exchange factor MCF2L2	Guanine nucleotide exchange factor DBS
transcript:Smp_081140.4	0	1	0.0044697366005708	0.00350469796484102	1.89288454117193	542.94250554016	Guanine nucleotide exchange factor DBS	Guanine nucleotide exchange factor DBS
transcript:Smp_081420.1	0	1	0.217009553236859	0.212877120247618	21.2191060030668	99.7146955350259	Biotin--protein ligase	Aspartyl dipeptidase
transcript:Smp_081460.1	1.94783300599966e-10	0.999999999805217	0.414262202144354	0.413424160887007	152.074788997426	367.856233727428	6-phosphogluconolactonase	Probable 6-phosphogluconolactonase
transcript:Smp_081470.1	0	1	0.331652296291371	0.331552149302742	1164.56775081528	3512.49249248693	Putative chloroquine resistance transporter	Claudin-15
transcript:Smp_081900.1	0	1	0.437538646306381	0.437435867896795	1259.95145945996	2880.32412878988	Long neurotoxin homolog NTL2	LY-6/neurotoxin-like protein 1
transcript:Smp_082300.1	0	1	2.0471102690016	2.04968755160369	438.288632678073	213.826802753251	Phospholipid phosphatase-related protein type 5	Phosphatidylglycerophosphatase
transcript:Smp_082300.2	0.0449977550443672	0.955002244955633	3.18905736163037	3.36990900308931	21.4586599206261	6.36069425344868	Phospholipid phosphatase-related protein type 5	Phosphatidylglycerophosphatase
transcript:Smp_083020.1	1.63623670168533e-10	0.999999999836376	2.97842706597382	2.989553268044	279.779539420141	93.5790798169992	Cytosolic Fe-S cluster assembly factor NARFL	Fe-hydrogenase
transcript:Smp_083020.3	4.61416904684597e-10	0.999999999538583	0.487981338503095	0.48712716714549	153.676320177841	315.485276271338	Cytosolic Fe-S cluster assembly factor NARFL	Fe-hydrogenase
transcript:Smp_083120.1	0.0351275056323151	0.964872494367685	0.441524601410349	0.433109649559416	15.1187256344013	34.9204746495283	Mitochondrial chaperone BCS1	GAG polyprotein, HIV-1 capsid
transcript:Smp_083480.2	0	1	2.54675019347077	2.55721038957327	199.010992801669	77.8173831567219	Obscurin	OX-2 membrane glycoprotein
transcript:Smp_083780.2	0	1	3.25449809803748	3.27359440230977	203.402432061477	62.1273350094787	X-ray repair cross-complementing protein 5	KU80
transcript:Smp_083870.1	0.0496292035918957	0.950370796408104	0.157697223927608	0.152362969231889	12.6526903547528	83.0987134793284	leucine aminopeptidase 2	Cytosol aminopeptidase
transcript:Smp_084270.1	2.40187092437338e-10	0.999999999759813	0.412135563438292	0.411214650010934	138.1489540966	335.967704327718	G-protein coupled receptor 15	Rhodopsin
transcript:Smp_084540.4	0	1	2.82773948533095	2.83387561596332	444.265697515621	156.763181932545	Angiogenic factor with G patch and FHA domains 1	Mitochondrial division protein 1
transcript:Smp_085180.1	0	1	2.47709707630511	2.47977364511522	720.259029812449	290.447571089712	Cathepsin B-like cysteine proteinase	Cathepsin B-like peptidase (C01 family)
transcript:Smp_085290.1	7.85696396832236e-10	0.999999999214304	0.451604526889288	0.451535391906141	1885.11378038306	4174.90920716353	Tropomyosin	Tropomyosin
transcript:Smp_085690.1	1.26243653876257e-05	0.999987375634612	0.246961415499893	0.241604507347526	17.8655797913626	73.9769466327886	cAMP-dependent protein kinase catalytic subunit alpha	PKA C-alpha, CAMP-dependent protein kinase, alpha-catalytic SU
transcript:Smp_086270.3	0.00183002787463493	0.998169972125365	9.52440324910662	9.97441274141488	99.4347183913792	9.95998229063388	Forkhead box protein N2	Protein (transcription factor)
transcript:Smp_086330.1	0	1	0.399743205128118	0.399728252055071	8445.45468409282	21128.0054471775	Myophilin	Calponin-2
transcript:Smp_086530.1	0.000136592508025779	0.999863407491974	0.492921635323867	0.492914020749508	17276.3679471432	35049.4656080854	tegument-allergen-like protein	Dynein light chain motor protein
transcript:Smp_086750.1	0	1	2.64674491847421	2.6486475258776	1206.5624168761	455.532840294053	Zinc finger protein 14 homolog	AART
transcript:Smp_086910.2	2.02260430626211e-12	0.999999999997977	0.308506912810784	0.307113265300511	80.1920650671671	261.138163003279	Nucleolar protein 16	LCOR protein
transcript:Smp_086960.1	0	1	0.344668631804385	0.343557541163991	106.640532634842	310.419898506972	Lipoyltransferase 1, mitochondrial	Lipoate-protein ligase A
transcript:Smp_087220.2	7.7715611723761e-16	0.999999999999999	10.0777667829499	11.4321568542865	40.3188195244466	3.51766499257095	Microprocessor complex subunit DGCR8	Microprocessor complex subunit DGCR8
transcript:Smp_087320.1	1.03041020160788e-10	0.999999999896959	0.263932851859153	0.259079967586554	20.6725179461249	79.8206335252077	mRNA decay activator protein ZFP36L1	Tristetraproline
transcript:Smp_087340.2	4.07439040095436e-06	0.999995925609599	2.48189055241047	2.51999010173159	51.5778230345139	20.461438756472	Nucleoporin GLE1	Nucleoporin GLE1
transcript:Smp_087620.1	0	1	2.00436615966407	2.00482839350169	2292.75538804955	1143.61176607293	Programmed cell death 6-interacting protein	Programmed cell death 6-interacting protein
transcript:Smp_087820.1	0.00170219299419561	0.998297807005804	0.11311760709907	0.0578155082637354	0.478001146760589	8.43066170852443	Protein PLANT CADMIUM RESISTANCE 2	Emerin
transcript:Smp_087930.3	0	1	0.0586368688554441	0.0574083567701641	23.1428758762219	403.291490912116	ATP-binding cassette sub-family B member 7, mitochondrial	Cystic fibrosis transmembrane conductance regulat
transcript:Smp_087940.2	0.00159849272960266	0.998401507270397	0.338990223742201	0.338156751380538	141.141929111132	417.405676413008	Gamma-aminobutyric acid receptor-associated protein-like 2	GATE-16, golgi-associated ATPase enhancer of 16 KD
transcript:Smp_088090.1	0	1	0.305297410965127	0.302108652169296	34.6311648147325	114.654590259137	Protein phosphatase 1 regulatory subunit 21	Membrane-bound lytic murein transglycosylase D
transcript:Smp_088270.1	0	1	4.89257593294659	4.9013843111169	1140.00869458551	232.581166540403	Carboxypeptidase A2	Procarboxypeptidase A PCPA
transcript:Smp_088360.1	0.0113558288452983	0.988644171154702	0.421581085972108	0.4134757070915	15.519992267264	37.549624425111	Pro-neuropeptide Y	Neuropeptide F
transcript:Smp_088550.2	0	1	3.84605273427839	3.85734690873049	511.588456476297	132.619620457101	RNA-binding protein 26	TAR DNA-binding protein 43
transcript:Smp_088550.3	1.08675290988458e-11	0.999999999989132	9.24396580370427	10.2805292139444	43.0236173907831	4.17593405993272	RNA-binding protein 26	Ser/Arg-related nuclear matrix protein
transcript:Smp_088920.1	0.013270770296722	0.986729229703278	6.23561281911289	6.79017546413485	33.7303810146175	4.95899987236433	Myosin light chain kinase, smooth muscle	Titin
transcript:Smp_088940.1	1.35953640456599e-07	0.99999986404636	2.49072658277917	2.50393666803981	148.709456968966	59.384256598906	Zinc finger C2HC domain-containing protein 1A	Putative toxin VAPC6
transcript:Smp_088940.3	0	1	8.27421944514111	8.90519128891689	54.0245758841824	6.0577613912047	Zinc finger C2HC domain-containing protein 1B	ATPase wrnip1
transcript:Smp_089050.1	0	1	0.457024615298541	0.456726611148504	437.982043924343	958.97078463821	Zinc finger matrin-type protein 5	U1 small nuclear ribonucleoprotein C
transcript:Smp_089100.1	0	1	2.13398896761702	2.13607357399844	611.569682890289	286.300214374074	Gamma-glutamyltransferase 7	Gamma-glutamyltranspeptidase
transcript:Smp_089290.1	6.10622663543836e-15	0.999999999999994	2.67592939800348	2.67831738344308	989.313124523143	369.372333340693	Alpha-N-acetylgalactosaminidase	Alpha-galactosidase A
transcript:Smp_089460.2	0	1	3.57974633306197	3.58361757836272	1256.88803274736	350.724419971678	Calpain-B	Calpain-2 catalytic subunit
transcript:Smp_089670.1	0	1	4.79797030397641	4.79968652528612	5590.39438650832	1164.73364670619	Alpha-1-macroglobulin	Alpha-2-macroglobulin
transcript:Smp_090080.1	0.000914607898874653	0.999085392101125	2.69052546952638	2.69074580104073	10865.9936281584	4038.27694035519	Neuroserpin	Serine protease inhibitor
transcript:Smp_090450.1	0.000195066803287514	0.999804933196712	3.01707370897003	3.02175045259091	685.934341171773	226.99231271038	Host cell factor 1	Kelch-like ECH-associated protein 1
transcript:Smp_090890.1	0	1	3.8025057926166	3.80790346076911	1040.57687387675	273.260287599827	Serine/threonine-protein kinase pim-1	Proto-oncogene serine/threonine-protein kinase PI
transcript:Smp_091210.1	2.35759189948226e-10	0.999999999764241	0.0821168619549382	0.0800125852662295	18.3593981027204	229.571359502372	Hypothetical protein	Cupiennin-1A
transcript:Smp_091840.2	0.00056375555708521	0.999436244442915	0.0999910701694198	0.0976944823680132	20.1405023064692	206.25039278823	Bestrophin-2	DNA topoisomerase I
transcript:Smp_092020.3	0	1	0.217169330541751	0.216853047590252	282.484277463285	1302.68913474799	Hypothetical protein	DNA polymerase ETA
transcript:Smp_092150.1	0.00100675647003712	0.998993243529963	0.274939296500758	0.268964215701889	17.1681806058403	63.8579036206068	Endopolygalacturonase I	VAM7P, vacuolar morphogenesis protein VAM7
transcript:Smp_092180.1	0	1	0.477938320416571	0.47683063651618	118.272964215111	248.050747688761	RPA-interacting protein B	Ribosomal protein EL37
transcript:Smp_092320.1	0	1	0.0154019574908391	0.0142690537200248	6.51699371217707	457.413024696955	Hypothetical protein	Occludin
transcript:Smp_092320.2	0	1	4.48024178280804	4.49156561176511	726.540723621674	161.748902445633	RNA polymerase II elongation factor ELL2	RNA polymerase II elongation factor ELL
transcript:Smp_092500.1	0	1	0.481985931366431	0.481891260578337	1387.78937689623	2879.89152639555	Thioredoxin domain-containing protein 17	Thioredoxin -related protein, 14 kDa
transcript:Smp_092770.1	0	1	2.00348406285476	2.00384649756367	2920.08663160271	1457.23566984199	Coatomer subunit gamma-2	Coatomer gamma subunit
transcript:Smp_093210.1	0	1	0.422199150594918	0.421941154726303	497.348319756916	1178.72858519332	FMRFamide-activated amiloride-sensitive sodium channel	Acid-sensing ION channel
transcript:Smp_093430.1	0	1	2.02730254288822	2.02858637600489	854.339105412813	421.144906450359	GRB10-interacting GYF protein 2	Protein SMY2
transcript:Smp_093690.2	0	1	8.55322310939803	8.68464481929153	262.695603901842	30.239435569119	Probable ATP-dependent RNA helicase DDX23	PRE-mRNA-processing ATP-dependent RNA helicase PR
transcript:Smp_093780.2	0.000215615130727764	0.999784384869272	2.28054451969746	2.32060794499042	39.0291591478701	16.8128154316826	Peroxiredoxin-4	Probable peroxiredoxin
transcript:Smp_093980.1	4.96833452157119e-09	0.999999995031665	17.1436213695142	17.4546080669909	476.883417335452	27.311920693099	1-aminocyclopropane-1-carboxylate synthase-like protein 1	Putative P4-specific DNA primase
transcript:Smp_094190.2	5.6621374255883e-15	0.999999999999994	4.55065717111795	4.72029976327912	51.9890604696716	11.0060504792917	Serine/threonine-protein kinase NIM1	Twitchin
transcript:Smp_094190.3	4.07535261613967e-05	0.999959246473839	0.0372341611820564	0.0348533200856046	7.40799424547547	212.824651828171	Serine/threonine-protein kinase NIM1	MAP/microtubule affinity-regulating kinase 3
transcript:Smp_094190.4	0	1	18.3445746469624	20.1364512053473	102.576585628173	5.08457126193773	Serine/threonine-protein kinase NIM1	MAP/microtubule affinity-regulating kinase 3
transcript:Smp_094630.2	1.51767487466259e-13	0.999999999999848	11.5202718061293	11.9649189084974	148.985560841392	12.4427012661637	Nuclear receptor coactivator 5	Nuclear receptor coactivator 5
transcript:Smp_094810.2	2.64191387522317e-06	0.999997358086125	11.0796259717073	11.8096431885157	85.8123033216604	7.25713770701546	Peptidyl-prolyl cis-trans isomerase E	Peptidyl-prolyl CIS-trans isomerase E
transcript:Smp_094880.1	8.17834048594257e-07	0.999999182165951	7.49006691507111	8.19490747645896	39.7049862360538	4.83630074837828	1,4-alpha-glucan-branching enzyme	1,4-alpha-glucan-branching enzyme
transcript:Smp_094880.2	0	1	2.39132590702259	2.39190000122243	3050.98016349838	1275.54088504499	1,4-alpha-glucan-branching enzyme	1,4-alpha-glucan-branching enzyme
transcript:Smp_094890.1	0	1	2.12022645772146	2.12254908595412	538.800366832747	253.840603690771	Protein FAM13A	P50-rhogap
transcript:Smp_095190.2	0.000670436006327324	0.999329563993673	2.0227862936502	2.03002716403792	150.910435839839	74.334047465672	Bcl-2 homologous antagonist/killer	Apoptosis regulator BAK
transcript:Smp_095980.1	2.27595720048157e-14	0.999999999999977	0.0501601442927761	0.043717737834562	3.3824388212358	77.58868166266	Extracellular superoxide dismutase (Cu Zn)	Superoxide dismutase [CU-ZN]
transcript:Smp_096000.1	2.87321154646136e-08	0.999999971267885	0.292218022825875	0.289778521498766	44.2403498687031	152.694036309646	Adventurous-gliding motility protein Z	CT398
transcript:Smp_096290.1	0	1	0.497367864265757	0.497268940076968	1329.80480398977	2674.22660883372	Transmembrane protein 256 homolog	Type II antifreeze protein
transcript:Smp_096390.1	0	1	0.439978291806859	0.439450523738821	245.417833544922	558.477975976988	16 kda calcium binding protein	Centrin-2
transcript:Smp_096410.1	0	1	0.490660018047437	0.490427248460198	564.807572073863	1151.67472764764	16 kDa calcium-binding protein	MLC1P, myosin light chain
transcript:Smp_096410.2	0	1	0.349447401401217	0.347558165111194	62.9805946294733	181.227562378432	16 kDa calcium-binding protein	Centrin-2
transcript:Smp_096480.1	8.35909119700773e-12	0.999999999991641	2.16342601463488	2.1685913187402	257.072589379472	118.538196314287	Glycine receptor subunit alpha-3	Protein GLC-1, avermectin-sensitive glutamate-gated chloride CHA alpha
transcript:Smp_096520.1	9.34768437558242e-05	0.999906523156244	2.38023170910653	2.39288140373616	137.408501770343	57.4180453497541	Sialin	Glycerol-3-phosphate transporter
transcript:Smp_096640.2	0.000169579417965693	0.999830420582034	11.1244949153494	11.4827036732289	170.807908446231	14.8661052542426	Serine/threonine-protein kinase 25	MST3 kinase, serine/threonine kinase 24 (STE20 homolog, yeast)
transcript:Smp_096790.1	8.66458826909167e-09	0.999999991335412	2.8294870352426	2.8298053549585	8560.00325907373	3024.93772090049	Pentafunctional AROM polypeptide	Hypothetical protein RV2632C/MT2708
transcript:Smp_097740.2	0	1	0.428146881053902	0.427734461905511	312.146218333481	729.779732028741	UPF0237 protein PAE3582	Human cannabinoid receptor 1 - helix 7/8 peptide
transcript:Smp_097830.1	0	1	236.644235860938	12639.1345490072	126.381345490072	0	Leukocyte receptor cluster member 8	Nuclear mRNA export protein SAC3
transcript:Smp_098300.2	0.00405768551267482	0.995942314487325	0.0221497416415181	0.000422169419869802	0	23.6771728015829	Hypothetical protein	Zinc finger and BTB domain-containing protein 17
transcript:Smp_098320.2	0.0116228854999176	0.988377114500082	0.349102467700826	0.344495096090975	25.605008413075	74.3452192868098	Inositol-tetrakisphosphate 1-kinase	Inositol-tetrakisphosphate 1-kinase
transcript:Smp_098320.3	0.00587443774488383	0.994125562255116	0.38105348224985	0.378303392564008	44.8024386323962	118.446348828048	Inositol-tetrakisphosphate 1-kinase 2	Inositol-tetrakisphosphate 1-kinase
transcript:Smp_098340.1	0	1	0.310681976301788	0.30975268346363	120.920040175142	390.398369744894	Gamma-glutamylcyclotransferase	Gamma-glutamyl cyclotransferase
transcript:Smp_098740.1	0	1	0.420837172449725	0.420484683245337	363.617831060884	864.772584360442	Protein dpy-30 homolog	Protein DPY-30 homolog
transcript:Smp_098760.1	0	1	3.6694543037163	3.69794611466931	182.343914680973	49.3022152206592	F-box-like/WD repeat-containing protein TBL1XR1-B	F-box-like/WD repeat-containing protein TBL1XR1
transcript:Smp_098760.3	1.34575683929938e-11	0.999999999986542	0.0135420789431206	0.012387549643583	5.5607169089199	449.692892759397	F-box-like/WD repeat-containing protein TBL1X	F-box-like/WD repeat-containing protein TBL1XR1
transcript:Smp_099770.1	0	1	0.347990312559022	0.347899383594871	1312.96827349591	3774.00724581631	25 kDa integral membrane protein	CD63-like protein SM-TSP-2
transcript:Smp_099850.2	2.6985988554884e-08	0.999999973014011	5.9774206715109	6.03874581332905	257.957271943288	42.7086836335931	Natural resistance-associated macrophage protein 2	4-hydroxy-3-methylbut-2-EN-1-YL diphosphate synth
transcript:Smp_100110.1	0	1	0.494192190271094	0.493937601330654	516.489803974459	1045.66824474796	DPH3 homolog	DPH3 homolog
transcript:Smp_101820.2	6.5580874064608e-13	0.999999999999344	5.2316527862246	5.43145178006546	60.535899126869	11.1372772986929	La-related protein 1	4-methylmuconolactone methylisomerase
transcript:Smp_102340.1	2.22044604925031e-16	1	3.43710322828686	3.43859075653954	2965.10313684179	862.294748305019	Adenylate cyclase type 9	Adenylate cyclase type 10
transcript:Smp_103100.1	0	1	2.02659841249558	2.02768626194587	1007.11789744572	496.678228522707	Nuclear pore complex protein Nup93	Nucleoporin NIC96
transcript:Smp_103610.1	5.76427794385381e-13	0.999999999999424	2.0431711812426	2.04318605589982	75416.8776937119	36911.4046388878	cathepsin B-like cysteine proteinase	Cathepsin B-like peptidase (C01 family)
transcript:Smp_103790.1	0	1	3.10062951360904	3.10912322446234	404.69819727696	130.15795027381	Tubulin alpha-1 chain	Tubulin alpha-1B chain
transcript:Smp_103990.2	1.29297463693501e-05	0.999987070253631	5.64940807103007	5.76479255061608	122.25046093091	21.1981284551765	RNA-binding protein 42	RNA-binding protein FUS
transcript:Smp_104000.2	0	1	0.492655428549331	0.49136067766574	101.327287528216	206.228089725921	Transmembrane protein 18	NSFL1 cofactor P47
transcript:Smp_104110.1	0	1	0.472276444716867	0.472044475971448	565.20281675976	1197.36195440446	Ras-like GTP-binding protein RHO	RND3/RHOE small GTP-binding protein
transcript:Smp_104210.1	4.67403893367191e-14	0.999999999999953	0.121845265669528	0.114295437907455	6.98704995655884	61.2089785057246	RHO G-protein coupled receptor	Rhodopsin
transcript:Smp_104450.1	1.77635683940025e-15	0.999999999999998	0.0614388431548512	0.0602430874271263	24.8773928673445	413.106158720281	UPF0061 protein YdiU	Heterogeneous nuclear ribonucleoprotein K
transcript:Smp_104500.3	0	1	2.10103516401347	2.10246096695629	854.508953472866	406.427487736071	Phospholipid-transporting ATPase IA	Sarcoplasmic/endoplasmic reticulum calcium ATPase
transcript:Smp_104890.1	0	1	0.335972711208885	0.335052176473683	127.196781878135	379.652604245543	Glutamate-gated chloride channel subunit 3	Protein GLC-1, avermectin-sensitive glutamate-gated chloride CHA alpha
transcript:Smp_104970.1	0	1	3.06403090376761	3.08378373948219	169.588783784032	54.9869771267131	Leucine-rich repeat and fibronectin type-III domain-containing protein 5	Leucine-rich repeat-containing protein 4C
transcript:Smp_105090.1	0	1	6.56995582135055	6.59724965290636	708.591778725908	107.398665126647	Tr4/Tr2 (homologue)	Liver X nuclear receptor beta
transcript:Smp_105090.3	0.0033265639860226	0.996673436013977	0.237786326294135	0.228290132946751	9.63420434238409	42.2353840553573	Hypothetical protein	Probable tRNA pseudouridine synthase D
transcript:Smp_105200.2	8.00165900205485e-09	0.999999991998341	0.0775727796490285	0.0735418729166526	8.84760118931993	120.432964504841	Glycine cleavage system H protein	Dally-like protein
transcript:Smp_105340.1	0	1	2.29565952164775	2.2994806293473	410.367407384744	178.455259566561	Cyclic nucleotide-gated cation channel subunit A	Novel protein similar to vertebrate potassium VOL channel, subfamily H (EAG-related)...
transcript:Smp_105370.1	0	1	0.256589641709607	0.253249338236401	29.6549129141462	117.127178405792	Cathepsin B-like cysteine proteinase	Cathepsin B-like peptidase (C01 family)
transcript:Smp_105480.1	3.23628837062273e-08	0.999999967637116	0.494921143076846	0.49428885600646	207.805426430881	420.42316151187	ADP-ribosylation factor-like protein 6	ADP-ribosylation factor-like protein 6
transcript:Smp_105690.1	0	1	2.22270987583125	2.22408321772277	1042.18230207493	468.584112742788	Hypothetical protein	Hepatoma-derived growth factor-related protein 2
transcript:Smp_105730.1	1.42545876657962e-07	0.999999857454123	0.248751537505519	0.247557111744686	81.9405584616968	331.026979241442	Divalent metal cation transporter MntH	Claudin-15
transcript:Smp_105780.1	0	1	0.0476692168048881	0.0471353037607104	44.2402447573778	938.781971767508	Hypothetical protein	Zymogen granule membrane protein 16
transcript:Smp_105910.1	0	1	2.16821447109089	2.16874891428664	2495.05796296804	1150.45418999073	Histone Acetyltransferase, CBP/p300 family	Histone acetyltransferase P300
transcript:Smp_106010.1	2.38697950294409e-14	0.999999999999976	0.392978279496625	0.392452824789759	238.610900156465	608.014417417042	P3N-PIPO polyprotein	Transcription initiation factor IIA alpha chain
transcript:Smp_106080.2	0.000890136399022912	0.999109863600977	2.80972157368126	2.83342953914712	113.826614287775	40.166264387376	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	WBPP
transcript:Smp_106110.1	0	1	0.438669940082598	0.43840860075236	495.605257140659	1130.47707596093	Kv channel-interacting protein 4	Calsenilin
transcript:Smp_110280.2	0.0419581343118761	0.958041865688124	0.498402467308518	0.4969913567561	92.97122499766	187.07821337368	Nucleolar and coiled-body phosphoprotein 1	Galectin-2
transcript:Smp_114430.5	2.10804171324463e-05	0.999978919582868	0.20965753992954	0.190054657290462	4.02297905661821	21.2101011757085	Spermatogenesis-associated serine-rich protein 1	Uncharacterized protein
transcript:Smp_118040.1	0	1	0.468267923581577	0.466952926542183	99.368688680416	212.813783794058	neuropeptide receptor	Neurotensin receptor type 1
transcript:Smp_120080.3	0	1	3.26092960298979	3.28051496340773	199.309399871548	60.7485705582329	Nitrilase and fragile histidine triad fusion protein NitFhit	Nitfhit, NIT-fragIle histidine triad fusion protein
transcript:Smp_120080.5	0.000541659144288387	0.999458340855712	0.0746933506200549	0.0736075152665532	33.0038321400037	448.501704551519	Bis(5'-adenosyl)-triphosphatase	FragIle histidine protein
transcript:Smp_120320.1	5.42899059041702e-13	0.999999999999457	2.18774443720123	2.18866784644067	1481.69150770837	676.977835371178	Splicing factor 3A subunit 1	PRE-mRNA-splicing factor PRP21
