	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.f.1.SmLE.PZQ.ER.RNA.juv.f.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.f.1.SmLE.PZQ.ER.RNA.adu.f.1_rsem.isoforms.results_Mean	GFF_annotation	HHPred_annotation
transcript:Smp_043990.2	0.00643189956470014	0.9935681004353	14.4121066285393	19.9571579617229	23.5936738440355	1.17271719296437	Muscle M-line assembly protein unc-89	Cervical EMMPRIN, HAB18G/CD147
transcript:Smp_044280.1	0	1	0.191111553652507	0.190998837792138	670.219917953093	3509.06851430225	Probable mediator of RNA polymerase II transcription subunit 36b	Fibrillarin-like rRNA/TRNA 2'-O-methyltransferase
transcript:Smp_044560.1	0	1	0.377298476735426	0.376986541022973	367.975036143164	976.112476798821	Protein phosphatase 1A	Delta antigen
transcript:Smp_044580.1	8.43214387202806e-12	0.999999999991568	0.310307424738759	0.310254863582473	1990.65748073056	6416.22295681679	60S ribosomal protein L30	60S ribosomal protein L30 (L30E)
transcript:Smp_044750.1	0	1	12.0797369788545	12.1184549551003	1695.70764108014	139.918534401694	MARVEL domain-containing protein 1	Epilancin 15X
transcript:Smp_044920.1	0	1	38.2009894452745	38.7990740769385	1180.04620598837	30.4045455545747	Dynamin-1	Dynamin-1, human dynamin 1
transcript:Smp_044920.2	3.21964677141295e-15	0.999999999999997	3.05146524897798	3.05787433434642	478.59499361766	156.50558608603	Dynamin-1	Dynamin-1, human dynamin 1
transcript:Smp_044920.4	0	1	0.00274614232156539	5.51838239046513e-05	0	181.202523751134	Dynamin-1	Dynamin-1, human dynamin 1
transcript:Smp_045010.1	0	1	0.318737181010958	0.31853819524601	533.255732654931	1674.09295096036	tegument-allergen-like protein (TAL12)	Dynein light chain 1
transcript:Smp_045040.1	0	1	0.24044941425695	0.240274131267497	509.10211383756	2118.87026044205	pre-rRNA processing protein FTSJ3	Helicase NSP2
transcript:Smp_045040.2	5.83281059673979e-07	0.99999941671894	0.078823593380316	0.074694297407899	8.13786310676005	109.07280001973	pre-rRNA processing protein FTSJ3	Interleukin-1 alpha
transcript:Smp_045060.1	0	1	0.428935765113909	0.428739460915373	609.861465874458	1422.46570254523	Mitotic checkpoint protein BUB3	MRNA export factor
transcript:Smp_045070.1	0	1	0.460541202160187	0.460285250400325	474.359439184021	1030.58882707831	U3 small nucleolar RNA-associated protein 15 homolog	Polycomb protein EED
transcript:Smp_045200.1	2.29708474464019e-11	0.999999999977029	17.9032617682212	17.9318899186468	5177.16415333856	288.703246446766	tegument-allergen-like protein	Dynein light chain 1
transcript:Smp_045200.2	2.22044604925031e-15	0.999999999999998	4.55973490768965	4.56096092638548	6475.38700120254	1419.7340201125	Tegument antigen	Dynein light chain 1
transcript:Smp_045220.1	0	1	5.11709277998221	5.11848713317288	7390.06691972878	1443.79101531051	Myosin essential light chain, striated adductor muscle	Myosin light chain alkali
transcript:Smp_045300.1	0	1	7.92154549270248	7.99092555977846	389.801754571853	48.7718027656186	PDZ and LIM domain protein 2	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1
transcript:Smp_045360.1	0	1	26.5385225457752	26.6141088804081	4396.96398307686	165.202143785647	Calsyntenin-2	Vascular endothelial cadherin
transcript:Smp_045400.2	0	1	3.53752184027529	3.5498857547691	356.242282918768	100.345985383518	Protein odr-4 homolog	TH10AOX
transcript:Smp_045410.2	0	1	2.05335296896021	2.05501691936917	636.109092024695	309.534454855372	Adiponectin receptor protein	Coronin-1A
transcript:Smp_045470.1	2.58206761283297e-06	0.999997417932387	25.0123207347419	50.7877252174166	23.1253935329562	0.445531202350885	Homeobox protein prospero homolog 1	Protein prospero
transcript:Smp_045590.2	1.36553671437056e-06	0.999998634463286	2.36856235736759	2.38240981095584	115.123213030213	48.3163679073001	Dynein assembly factor 5, axonemal	CLIP-associating protein
transcript:Smp_045590.3	0	1	98.5768852553104	4869.87370399108	48.6887370399108	0	Dynein assembly factor 5, axonemal	Cytoskeleton-associated protein 5
transcript:Smp_045590.4	0.00804614506840917	0.991953854931591	7.18073755529626	7.84172400388716	35.8449221452846	4.56232645876228	Dynein assembly factor 5, axonemal	Cytoskeleton-associated protein 5
transcript:Smp_045590.5	7.02771174587724e-14	0.99999999999993	7.66512373300105	8.06398533877636	65.8808630346536	8.16100481542443	Dynein assembly factor 5, axonemal	Cytoskeleton-associated protein 5
transcript:Smp_045620.1	0	1	0.496451203650382	0.496271096758808	678.442890640743	1367.09135865615	THO complex subunit 3	WD repeat-containing protein 61
transcript:Smp_045650.1	0	1	4.0667353805126	4.08909730847185	274.200442003527	67.0489182202668	Growth arrest-specific protein 8	Proteasome-associated ATPase
transcript:Smp_045680.1	2.10182737880871e-09	0.999999997898173	7.60285496516187	7.85557746845884	100.348796025809	12.7654829519234	Sodium/hydrogen exchanger 2	NAPA, Na(+)/H(+) antiporter
transcript:Smp_045750.1	0	1	0.430186874490758	0.429939798627141	484.830911642008	1127.68488470287	CDK-activating kinase assembly factor MAT1	CDK-activating kinase assembly factor MAT1
transcript:Smp_045750.2	0	1	0.157620790704626	0.156394629904513	52.5277575519724	335.920700331906	CDK-activating kinase assembly factor MAT1	CDK-activating kinase assembly factor MAT1
transcript:Smp_045760.1	0	1	0.28301826485849	0.282749261331536	368.493044948875	1303.27561501276	tRNA (guanine(37)-N1)-methyltransferase	Hypothetical protein MJ0883
transcript:Smp_045860.3	0	1	4.27958733264024	4.28598355754847	1074.56184710166	250.707678374927	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	Inositol pyrophosphate kinase
transcript:Smp_045990.1	0	1	9.76339625737993	9.96147046174092	215.495056557665	21.623859919111	GTP-binding protein Di-Ras2	GTP-binding protein DI-RAS1
transcript:Smp_045990.2	0.0018796029877497	0.99812039701225	6.29542882561311	6.73574965034612	39.6002269161076	5.87059666292262	GTP-binding protein Di-Ras2	GTP-binding protein DI-RAS2
transcript:Smp_046060.1	0	1	3.85238935199511	3.85355149743942	4624.85407356016	1200.14629131549	Myosin-11	Smooth muscle myosin heavy chain
transcript:Smp_046060.2	2.37998509788895e-12	0.99999999999762	2.10179736131228	2.10195701606311	7093.042852657	3374.48947760684	Myosin-11	Smooth muscle myosin heavy chain
transcript:Smp_046090.1	0	1	0.376231119253924	0.376202021123958	3943.37548153402	10482.0854171181	T-complex protein 1 subunit theta	T-complex protein 1 subunit theta
transcript:Smp_046120.1	0	1	29.9496245829079	31.9236468608277	228.914813050071	7.16101069461383	Vesicular acetylcholine transporter	DI-OR tripeptide\:H+ symporter
transcript:Smp_046190.1	0	1	0.479251903436492	0.47902749609803	543.541329642003	1134.68755717482	Ankyrin repeat and SOCS box protein 13	ASB-9, ankyrin repeat and SOCS box protein 9
transcript:Smp_046250.1	0	1	0.282759926111148	0.282672379841492	1132.38973738967	4006.04017732777	Suppressor/enhancer of lin-12 protein 9	SEC14-like protein 4
transcript:Smp_046410.1	0	1	3.65165908388268	3.66683334222627	313.311984759437	85.4375662014156	Tektin-2	Syntaxin-6
transcript:Smp_046500.2	0	1	0.494436177815244	0.494332393699483	1177.47030986996	2381.95065011629	Proliferating cell nuclear antigen	HHUS1, checkpoint protein HUS1
transcript:Smp_046550.1	0	1	0.450675598933792	0.450463206331194	569.679626656482	1264.66515803639	Bystin	Protein FACE, fanconi anemia group E protein
transcript:Smp_046630.1	0	1	9.85384856079943	9.85906430030408	8183.53319805918	830.042725977938	Uncharacterized protein SJCHGC09766	Omega-ACTX-HV1A, omega-atracotoxin-HV1A
transcript:Smp_046690.2	0	1	0.147400121821958	0.141278889383659	9.61217277982087	68.0976473760403	Polyubiquitin-B	Ubiquitin, linear DI-ubiquitin
transcript:Smp_046790.1	0.00160307102823742	0.998396928971763	2.9130230801592	2.95844664902021	60.9145292400871	20.5834182589584	glucose transport protein	Solute carrier family 2, facilitated glucose TRAN member 1
transcript:Smp_046790.2	0	1	4.3891297452782	4.43083437971427	176.057369939741	39.7268429625426	Glucose transporter type 1	Solute carrier family 2, facilitated glucose TRAN member 1
transcript:Smp_046800.2	0	1	13.9361504833031	13.9971927624382	1450.44662365108	103.614823081912	Fatty acid-binding protein	SM14, 14 kDa fatty acid binding protein
transcript:Smp_046810.1	0	1	2.73573183916377	2.73897905598187	715.885343074155	261.363062167327	M-phase inducer phosphatase 2	M-phase inducer phosphatase 3
transcript:Smp_046910.1	0	1	0.392064607356963	0.391243701463667	141.667503947572	362.110855665018	DNA polymerase epsilon subunit 4	Transcription regulator NC2 alpha chain
transcript:Smp_047110.1	0	1	0.355916256521959	0.355713002014783	551.167367658875	1549.49019970304	Probable ATP-dependent RNA helicase DDX52	ATP-dependent RNA helicase VASA
transcript:Smp_047200.1	0	1	0.276949610792844	0.276938214687508	8591.79637383808	31024.2615456692	60S ribosomal protein L3	60S ribosomal protein L3 (L3P)
transcript:Smp_047330.2	2.17419999666291e-05	0.999978258000033	0.449589418866144	0.44830794487474	94.1448936272658	210.012808437118	Nucleolin	Protein raver-1, ribonucleoprotein PTB-binding 1
transcript:Smp_047330.3	1.46639132581061e-06	0.999998533608674	2.94150402547777	3.0132102121604	39.8833568814985	13.2294868172493	Dipeptidyl-peptidase 7	Polyadenylate-binding protein 1
transcript:Smp_047400.2	2.99059366049015e-06	0.99999700940634	0.441975914055325	0.440879354674311	109.695912998455	248.824316770168	Cell division cycle-associated protein 3	Integrase
transcript:Smp_047410.2	0	1	2.14809819534315	2.14947181620038	878.473070193267	408.687180196651	E3 ubiquitin-protein ligase AMFR	E3 ubiquitin-protein ligase AMFR
transcript:Smp_047460.1	0	1	11.4830495711933	11.5669357046009	706.804203039414	61.0964348493152	Protein SpAN	Bone morphogenetic protein 1
transcript:Smp_047540.2	1.70329291782068e-08	0.999999982967071	0.0205757583830036	0.000420843511385864	0	23.751801547253	F-box/WD repeat-containing protein pof1	FBW7, F-BOX/WD repeat protein 7, F-box PROT
transcript:Smp_047540.3	0.000113732686975565	0.999886267313024	5.60916640481142	5.78956622460264	72.3205550855713	12.4832598193979	F-box/WD repeat-containing protein pof1	FBW7, F-BOX/WD repeat protein 7, F-box PROT
transcript:Smp_047550.1	3.37816441486893e-11	0.999999999966218	4.79670688692684	4.87053130078374	122.47217361238	25.137600138135	MORN repeat-containing protein 3	Histone H3 lysine 4 specific methyltransferase
transcript:Smp_047610.1	0	1	0.307014736479475	0.305743498052547	81.4873900724381	266.544777424674	Cell division control protein 45 homolog	Holo-[acyl-carrier-protein] synthase
transcript:Smp_047650.1	0	1	6.7717022632091	6.7785006221262	2813.98262071751	415.12496532436	Ferritin-2 heavy chain	Ferritin light chain
transcript:Smp_047680.1	9.779954623923e-12	0.99999999999022	3.71244738803229	3.74315287848568	161.675968749279	43.1851282777129	Ferritin-2 heavy chain	L ferritin
transcript:Smp_047700.1	9.50956979828277e-10	0.999999999049043	0.455723791028744	0.455297567086926	284.283102617974	624.401644535971	RING-H2 finger protein ATL46	Ring finger protein 38
transcript:Smp_047740.1	0	1	0.475569855491525	0.47546495360451	1162.27421857739	2444.51132542281	26S proteasome non-ATPase regulatory subunit 8 (Fragment)	26S proteasome regulatory subunit RPN12
transcript:Smp_047900.1	0	1	2.41934051452543	2.42131034393003	853.086037237271	352.318250435097	Serine/Threonine Kinase, CMGC Group, MAPK family, ERK subfamily (ERK2)	Phosphotransferase
transcript:Smp_048380.1	4.3498035728895e-07	0.999999565019643	5.06849845883402	5.18453559059423	88.8766450296844	17.1345722527091	Nuclear egress protein 1	NUCS, UPF0286 protein pyrab01260
transcript:Smp_048430.3	0	1	0.193685987295573	0.193666163568708	3851.77586571908	19888.7810760547	Thioredoxin reductase 1, cytoplasmic	Thioredoxin glutathione reductase
transcript:Smp_048520.2	1.4825960358289e-06	0.999998517403964	0.482797305683167	0.482118197382801	179.531458022922	372.391330208173	Dehydrodolichyl diphosphate synthase complex subunit DHDDS	Undecaprenyl pyrophosphate synthase
transcript:Smp_048540.1	0	1	0.329633613351827	0.329151651421076	223.854390156362	680.115374397643	Dolichol kinase	Phosphatidate cytidylyltransferase
transcript:Smp_048560.2	2.22044604925031e-16	1	2.15002591524209	2.1505544467204	2288.09892338996	1063.95233161143	Four and a half LIM domains protein 2	Fusion protein insulin gene enhancer protein ISL- domain-binding protein 1
transcript:Smp_048660.1	0	1	0.230430338855356	0.23034614755862	1029.54885044659	4469.60610323688	Nucleolar protein 56	NOP5, PRE mRNA splicing protein
transcript:Smp_048930.1	5.05206987355677e-12	0.999999999994948	0.382925741631385	0.380618468986276	49.7657548020305	130.765983978395	Ran guanine nucleotide release factor	MOG1P
transcript:Smp_048980.1	0	1	2.13836077609293	2.13921039944282	1401.50086338161	655.143351791225	Ligand of Numb protein X 2	Disks large homolog 4
transcript:Smp_049140.1	3.18326587311901e-10	0.999999999681673	0.365288632878053	0.365018017880513	418.617930446916	1146.8592227241	Protein-glutamate O-methyltransferase	UPF0364 protein YMR027W
transcript:Smp_049140.2	0.00977120307695944	0.990228796923041	0.48491775222945	0.484536579101412	320.15242334681	660.750068807521	Protein-glutamate O-methyltransferase	UPF0364 protein YMR027W
transcript:Smp_049140.3	1.83393707886559e-07	0.999999816606292	0.385348287797441	0.3846691437569	170.223111028011	442.534232597959	Protein-glutamate O-methyltransferase	UPF0364 protein YMR027W
transcript:Smp_049150.1	0	1	0.177423900844832	0.177392676510254	2285.10501833136	12881.6661959126	Aspartate aminotransferase, cytoplasmic	Aspartate aminotransferase
transcript:Smp_049160.1	5.69100322422855e-13	0.999999999999431	3.62658902992432	3.6469289237503	230.272124472433	63.1341218864291	PR domain zinc finger protein 16	Zinc finger protein 217
transcript:Smp_049270.1	0	1	10.4762215386902	10.4818171457691	8679.87671751507	828.079881439939	Major egg antigen	TSP36, small heat shock protein
transcript:Smp_049330.1	0	1	0.393309117898401	0.393203272835887	1102.04551417736	2802.75282094257	Hypothetical protein	Scytovirin
transcript:Smp_049330.2	1.6943721981022e-09	0.999999998305628	4.81217469482293	5.06671998967553	37.0942884829258	7.3131377614183	Aspartyl protease 25	Scytovirin
transcript:Smp_049330.4	2.99016367222293e-12	0.99999999999701	0.171421629963256	0.16580541188219	11.9512843269076	72.1304940353003	Fibronectin	Rhodopsin
transcript:Smp_049390.1	0	1	0.405782997286672	0.40555294301929	512.204444839621	1262.99265762159	Pyrroline-5-carboxylate reductase	Pyrroline carboxylate reductase
transcript:Smp_049390.2	0	1	0.405782997286672	0.40555294301929	512.204444839621	1262.99265762159	Pyrroline-5-carboxylate reductase	Pyrroline carboxylate reductase
transcript:Smp_049520.3	0.02562295052049	0.97437704947951	2.52787834889723	2.53641419357823	221.989466651649	87.5149268095543	WD repeat-containing protein SL1-17	WD repeat-containing protein 61
transcript:Smp_049550.1	0	1	0.265491546511138	0.265484198879524	12977.0880432464	48880.8578558507	78 kDa glucose-regulated protein	HSP70 chaperone DNAK
transcript:Smp_049580.1	0	1	8.5213364013439	8.53847419094691	1832.34644611913	214.589986501326	Hypothetical protein	Protein ODD-skipped-related 2
transcript:Smp_049610.1	0	1	5.72918430338084	5.79673314093643	198.435452390458	34.2240155335148	Meckel syndrome type 1 protein homolog	P22 protein
transcript:Smp_049730.1	2.00880276679527e-06	0.999997991197233	3.77656027630594	3.91667921762388	37.9405213017089	9.6794637505525	D-serine dehydratase	MTA1, metastasis-associated protein MTA1
transcript:Smp_049730.3	7.55499333093823e-08	0.999999924450067	3.04422721541248	3.05642966654458	250.362126992441	81.9065347506582	Metastasis-associated protein MTA1	Metastasis-associated protein MTA1
transcript:Smp_049740.1	0	1	9.45383466160818	9.48725002236356	1173.63681651513	123.697798756076	Hypothetical protein	Guanylate kinase, GMP kinase
transcript:Smp_049760.2	0	1	3.50335125852644	3.50712083708949	1138.84702824357	324.717057077592	TGF-beta receptor type-1	TGF-B superfamily receptor type I
transcript:Smp_049920.1	0	1	0.448435969066946	0.448195629737494	502.94391471473	1122.16496410955	Importin-9	Importin alpha RE-exporter
transcript:Smp_050220.1	0	1	44.2871342352002	44.7227592297353	2173.01197693789	48.578727850519	Putative complexin-1	Synaphin A
transcript:Smp_050250.1	0	1	0.208175153395523	0.208029474684996	552.891021968353	2657.79136591495	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	Glutathione S-transferase
transcript:Smp_050270.1	0	1	0.0172895037676931	0.0172773644393779	683.898364121542	39584.0577275294	Tyrosinase	Tyrosinase
transcript:Smp_050280.1	4.60420590542299e-12	0.999999999995396	0.19057075940548	0.190537873279585	2293.16380008009	12035.2550137708	60S ribosomal protein L31	60S ribosomal protein EL31
transcript:Smp_050360.1	0	1	0.194897782141994	0.19480634227439	838.692640038236	4305.30485908658	protein MAK16 homolog SmMAK16	60S ribosomal protein EL28
transcript:Smp_050380.1	0	1	2.21390881677618	2.21769740791164	347.446227084609	156.664317174678	Mitogen-activated protein kinase kinase kinase 1	NF-kappa-beta-inducing kinase
transcript:Smp_050430.1	0	1	0.297159205303963	0.29686537947378	347.219028994059	1169.64147505429	TraB domain-containing protein	Possible metal-dependent hydrolase
transcript:Smp_050470.1	0	1	0.33840410991299	0.338032573082282	294.323002954393	870.713789339522	Transducin beta-like protein 3	APAF-1, apoptotic peptidase activating factor 1
transcript:Smp_050470.2	1.53779789560105e-05	0.999984622021044	2.03267840008345	2.04589991958549	78.1271546082551	38.1820708145324	Transducin beta-like protein 3	APAF-1, apoptotic peptidase activating factor 1
transcript:Smp_050470.3	0.000197029719933517	0.999802970280066	0.044761621662481	0.0413217544274236	5.60097479448259	135.777428976123	Transducin beta-like protein 3	Phosphatidylcholine:ceramide cholinephosphotransferase 1
transcript:Smp_050520.1	0	1	22.4047842210952	22.7059020013905	789.218385050927	34.7487329938531	Neurogenic locus notch homolog protein 3	Protein jagged-1
transcript:Smp_050520.2	3.34177130412172e-14	0.999999999999967	10.3488765284955	10.8138848631817	106.298970341457	9.8207843745785	Neurogenic locus notch homolog protein 3	Protein jagged-1
transcript:Smp_050520.3	0	1	117.86467720961	5832.29244495414	58.3129244495414	0	Neurogenic locus notch homolog protein 3	Protein jagged-1
transcript:Smp_050540.1	0	1	0.247551702656811	0.247058074546824	184.137283621289	745.350312384319	Uridine 5'-monophosphate synthase	Orotate phosphoribosyltransferase
transcript:Smp_050590.1	0	1	0.443644350942507	0.443283180474497	333.885838993031	753.223719888996	N-alpha-acetyltransferase 10	N-terminal acetyltransferase A complex catalytic ARD1
transcript:Smp_050730.1	0	1	0.484125448180112	0.483843384391981	432.694150813326	894.296225468146	Elongator complex protein 2	U3 small nucleolar RNA-associated protein 21
transcript:Smp_050820.1	0	1	0.432230669026987	0.431802136173706	279.734835305334	647.844218101407	Replication factor C subunit 3	Activator 1 40 kDa subunit
transcript:Smp_050830.1	8.39356451499684e-05	0.99991606435485	2.56521744941562	2.57374284618784	231.044651913801	89.7637908260852	Inositol polyphosphate 5-phosphatase K	Inositol polyphosphate 5-phosphatase OCRL-1
transcript:Smp_050830.2	0	1	0.472931017598091	0.472705120489267	539.297645180233	1140.88655856072	Inositol polyphosphate 5-phosphatase K	Inositol polyphosphate 5-phosphatase OCRL-1
transcript:Smp_050940.1	0	1	0.212961836496017	0.212933623885491	2904.58942670003	13640.8578615362	60S ribosomal protein L11	60S ribosomal protein UL5
transcript:Smp_051000.1	0	1	0.463432360600311	0.463100184406414	365.770382392076	789.841515306393	Syndetin	GET4, UPF0363 protein YOR164C
transcript:Smp_051070.1	2.98652650387865e-08	0.999999970134735	0.415266192168706	0.412601523900917	44.2626344479058	107.29118984858	Protein DGCR6	Pyrogallol hydroxytransferase large subunit
transcript:Smp_051090.1	0	1	7.14654160048136	7.34543082758224	110.990854532362	15.1015512674289	Cilia- and flagella-associated protein 20	Putative thiol:disulfide interchange protein DSBE
transcript:Smp_051130.1	0	1	13.0939153883027	13.7500772841513	123.912607189448	9.00250259387879	Transcriptional regulator ERG homolog (Fragment)	Transcriptional regulator ERG
transcript:Smp_051260.1	0	1	0.360586567716438	0.360568871700164	6370.64315358923	17668.3292649791	60S ribosomal protein L8	60S ribosomal protein UL2
transcript:Smp_051290.1	9.72536106661481e-05	0.999902746389334	0.441741605496371	0.436249832858076	21.6744030263951	49.6963870129886	Ig-like V-type domain-containing protein FAM187A	Obscurin
transcript:Smp_051400.1	0	1	3.92109377190494	3.93605695490313	375.716969035852	95.4477063646932	Probable dynein light chain	Dynein light chain motor protein
transcript:Smp_051410.1	0	1	13.3825442708018	13.6275547216878	336.759458090936	24.7023908117558	Uncharacterized rhomboid protein P4H10.10, mitochondrial	Claudin-15
transcript:Smp_051420.1	5.4797602011547e-09	0.99999999452024	0.427716069844179	0.427291267623971	281.463993034277	658.730335601668	ERI1 exoribonuclease 2	ERI1 exoribonuclease 3
transcript:Smp_051530.1	0	1	3.33147443523225	3.37542743000925	87.5408657968677	25.9277123674757	Heterogeneous nuclear ribonucleoprotein L	U4/U6 snRNA-associated-splicing factor PRP24
transcript:Smp_051530.2	0.000208373855069999	0.99979162614493	2.99683079221433	3.00353921813543	437.153029973452	145.539299750725	Heterogeneous nuclear ribonucleoprotein L	U4/U6 snRNA-associated-splicing factor PRP24
transcript:Smp_051640.2	0	1	0.290497013737973	0.289802011702219	144.653520737174	499.170526344381	Poly(U)-specific endoribonuclease-A	Endou protein, xendou
transcript:Smp_051920.1	0	1	3.73942820242591	3.75185056248719	404.557344617133	107.82141222686	nanos 2	Nanos protein
transcript:Smp_051930.1	0	1	2.68102402534945	2.68208167853112	2084.44307771628	777.167329982682	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	Beta-1,3-N-acetylglucosaminyltransferase manic FR
transcript:Smp_052160.1	0	1	2.39092603437386	2.39675679897363	279.560909473292	116.635505957473	Bifunctional protein GlmU	S protein, PRCV spike protein
transcript:Smp_052230.1	0	1	26.4360378423442	26.5834236258214	2243.32567976785	84.3785163681032	Papilin	Boophilin
transcript:Smp_052290.1	0	1	16.1511945213736	18.7283544267174	53.8287057449177	2.86471630012047	Hemicentin-2	Protein ST2, interleukin-1 receptor-like 1
transcript:Smp_052330.2	0.012061470401729	0.987938529598271	0.39125434960101	0.387004293282469	27.0948153267795	70.0275055193408	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	Trehalose-synthase TRET
transcript:Smp_052350.1	0	1	8.96159512414464	9.03771599713274	462.205496203885	51.1329542984671	Ubiquitin thioesterase trabid	Ubiquitin thioesterase zranb1
transcript:Smp_052390.1	0	1	0.297037989384404	0.295551005108688	68.3099285931232	231.151212150162	Origin recognition complex subunit 5	Regulatory protein SIR3
transcript:Smp_052500.1	0	1	0.327975542116323	0.327606463745936	291.671194825266	890.33017061235	Coiled-coil domain-containing protein 86	Hypothetical protein LOC64762
transcript:Smp_052630.1	0	1	18.0275626585419	19.9942823182467	84.635783961245	4.22349948820105	FMRFamide-activated amiloride-sensitive sodium channel	Acid-sensing ION channel
transcript:Smp_052750.1	0	1	0.385060605454955	0.384602208261489	252.275112343035	655.953764439718	Pre-mRNA-splicing regulator female-lethal(2)D	Platelet-activating factor acetylhydrolase IB ALP subunit
transcript:Smp_052760.1	0	1	0.371918872913035	0.370835670639643	105.132225836778	283.51781072927	General transcription factor IIH subunit 5	RNA polymerase II transcription factor B subunit
transcript:Smp_052780.2	1.69245770731408e-07	0.999999830754229	3.2493858874992	3.29713478322689	75.9398321526802	23.0251008211889	Probable methylenetetrahydrofolate reductase	Protein CUT8
transcript:Smp_052890.1	0	1	0.330326424119766	0.330082873392708	443.788885471641	1344.49745932414	Thioredoxin domain-containing protein	Protein disulfide-isomerase A4
transcript:Smp_053020.1	0	1	0.467919838007793	0.467560318275423	338.351907391776	723.6654150562	Probable palmitoyltransferase ZDHHC4	Uncharacterized protein
transcript:Smp_053030.1	0	1	0.382516592405888	0.382405941280372	1043.46865817244	2728.70978578227	Vacuolar protein-sorting-associated protein 36	VPS36P, YLR417W
transcript:Smp_053120.1	0	1	0.201908430992477	0.200934887223836	80.5356466832235	400.844464827195	Probable methyltransferase-like protein 15	Ribosomal RNA small subunit methyltransferase H
transcript:Smp_053130.1	0	1	0.250672298980281	0.250653131360312	4791.43178364668	19115.8165513907	40S ribosomal protein S6	Ribosomal protein ES6
transcript:Smp_053230.1	0	1	2.16346153221722	2.16367699916696	5712.84599766336	2640.33604049629	NADH-cytochrome b5 reductase 1	NADH-cytochrome B5 reductase 3
transcript:Smp_053420.1	0	1	7.12330383226521	7.13735254637292	1521.15339907863	213.117120903066	Fermitin family homolog 1	Fermitin family homolog 2
transcript:Smp_053470.1	0	1	0.490668443289489	0.489926783346678	164.509138651625	335.79352053382	Uncharacterized NOP5 family protein K07C5.4	NOP5, PRE mRNA splicing protein
transcript:Smp_053560.1	0	1	4.75613146161302	4.78092082585359	354.212733623151	74.0809014237666	MAP kinase-activated protein kinase 2	MAP kinase-activated protein kinase 2
transcript:Smp_053640.2	0	1	94.1251632446284	4647.74248737584	46.4674248737584	0	ARF guanine-nucleotide exchange factor GNOM	Interleukin-36 receptor antagonist/interleukin-36 chimera protein
transcript:Smp_053780.1	2.63677968348475e-13	0.999999999999736	0.350773450582768	0.350548012134309	493.62424104392	1408.16869152483	tRNA-specific adenosine deaminase 2	 30 2nyt_A Probable C->U-editing e  83.5    0.28 8.4E-06   38.3   0.0   47   44-96     62-108 (190)
transcript:Smp_053820.2	0	1	0.357725241961894	0.357698970441475	4276.0404488681	11954.3169682621	Protein transport protein Sec61 subunit alpha-like 1	SEC61 alpha subunit
transcript:Smp_053830.1	2.18126924056428e-06	0.999997818730759	0.318773995586325	0.318736213686459	2810.13233805627	8816.50414991273	40S ribosomal protein S14	40S ribosomal protein US11
transcript:Smp_054010.1	0	1	0.0258065297248913	0.0257418340759831	189.529229702115	7363.07178906929	Y+L amino acid transporter 2	Arginine/agmatine antiporter
transcript:Smp_054120.1	0	1	0.407521664697451	0.407353888475444	703.391700129659	1726.74828077203	Ribosome biogenesis protein NSA2 homolog	30S ribosomal protein S8E
transcript:Smp_054230.1	0	1	0.217926471178274	0.216968784224537	86.6284660126565	399.303045525462	Centromere protein S	CENP-S
transcript:Smp_054240.1	0	1	0.320955103491037	0.320932278937999	4668.72357719552	14547.4004151969	translationally-controlled tumor protein homolog	Translationally controlled tumor protein
transcript:Smp_054300.1	0.00714598405401934	0.992854015945981	3.4225143431658	3.48076333041562	70.7751174304777	20.3260903086811	alpha 1,3 fucosyltransferase D	Alpha1,3-fucosyltransferase
transcript:Smp_054330.1	0	1	5.52087901099625	5.55780634676296	332.701493012379	59.8538153713579	cyclophilin	Cyclophilin 40
transcript:Smp_054340.1	0	1	0.401489373562649	0.401445274435688	2664.13407542988	6636.37170650998	T-complex protein 1 subunit beta	T-complex protein 1 subunit beta
transcript:Smp_054350.1	0	1	40.069097122969	42.7661635666614	302.912481262758	7.07322786051595	Fork head domain-containing protein FD3	Protein (transcription factor)
transcript:Smp_054360.1	0	1	7.4305011322446	7.61086454752038	132.674393952316	17.4235508303776	Adenine phosphoribosyltransferase 1	APRT, adenine phosphoribosyltransferase
transcript:Smp_054360.2	0	1	0.246903545928872	0.246827194920731	1190.45962329484	4823.07938314988	Adenine phosphoribosyltransferase	APRT, adenine phosphoribosyltransferase
transcript:Smp_054450.1	0	1	0.384753214995695	0.382772760115888	58.1353391391301	151.895634877273	Protein archease	Conserved hypothetical protein MTH1598
transcript:Smp_054470.1	1.85407245112401e-14	0.999999999999981	2.12415576309579	2.1279324483047	309.705559900106	145.537646565027	Thioredoxin	Thioredoxin
transcript:Smp_054610.1	0	1	0.243422493053005	0.24294958464074	190.046195154255	782.276561367452	WD repeat and HMG-box DNA-binding protein 1	CTF4
