	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.m.1.SmLE.PZQ.ER.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.m.1.SmLE.PZQ.ER.RNA.adu.m.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_104450	3.94613230980667e-11	0.999999999960539	0.0803209369124171	0.0790172453920726	29.5840392293443	374.516333871838	UPF0061 protein YdiU	Heterogeneous nuclear ribonucleoprotein K
gene:Smp_104890	0	1	0.300108291992758	0.299235131031667	127.331516646393	425.546705883297	Glutamate-gated chloride channel subunit 3	Protein GLC-1, avermectin-sensitive glutamate-gated chloride CHA alpha
gene:Smp_105370	9.79401260092772e-09	0.999999990205987	0.32399057952882	0.320474738545574	32.7043447570195	102.070884457504	Cathepsin B-like cysteine proteinase	Cathepsin B-like peptidase (C01 family)
gene:Smp_105730	6.02250471715138e-11	0.999999999939775	0.32215864636916	0.321074110652415	106.529435249772	331.811943018971	Divalent metal cation transporter MntH	Claudin-15
gene:Smp_105780	5.38123101634369e-10	0.999999999461877	0.0806903850213102	0.0800603961243695	62.0151098390093	774.718990132108	Hypothetical protein	Zymogen granule membrane protein 16
gene:Smp_111800	0.00382019839639436	0.996179801603606	0.4692795557943	0.468196695981685	121.816797070256	260.194307539628	INO80 complex subunit B	Protein FON, zinc finger HIT domain containing protein 2
gene:Smp_112450	8.59357029980856e-12	0.999999999991406	0.0182165940912858	0.000342907938942648	0	29.1523461120056	CUB and sushi domain-containing protein 1	Thioredoxin
gene:Smp_114430	0	1	3.68010420701271	3.68736446151139	722.654634731378	195.97405372578	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	Sulfotransferase
gene:Smp_114870	0	1	0.0524014346896282	0.0447148194423181	2.91658830898329	65.4400755115109	tRNA (guanine-N(1)-)-methyltransferase	TRAO protein
gene:Smp_121390	1.83997261871127e-12	0.99999999999816	0.447730851587735	0.447466536527055	496.365497960227	1109.29194202403	Genome polyprotein	GLP-2, glucagon-like peptide 2
gene:Smp_121580	0	1	0.491881939317696	0.491761018956939	1097.07480037323	2230.92079378317	Piwi-like protein 2	Myeloid differentiation primary response protein
gene:Smp_122170	4.58580741153902e-05	0.999954141925885	0.0905311826943064	0.087075523305888	12.1567302018482	139.716179527025	Netrin receptor UNC5B-b	F-spondin
gene:Smp_122280	0.0261806386750386	0.973819361324961	0.176559939972704	0.139142586300391	1.61569808617802	11.6736845526814	E3 ubiquitin-protein ligase RNF6	Core-binding factor, ML1-ETO
gene:Smp_122500	6.39152904542417e-05	0.999936084709546	0.278492053624896	0.277434198695094	100.450630458098	362.096153208987	NADH-ubiquinone oxidoreductase chain 5	Putative lipoprotein
gene:Smp_122820	0.00197499112573762	0.998025008874262	0.303986992577986	0.302345990124181	68.0721464015213	225.169591016101	Protein FAM166B	Males-absent on the first protein
gene:Smp_123010	2.02726724296554e-13	0.999999999999797	2.5499467260279	2.55118339394406	1697.55439315204	665.392729251718	High affinity cationic amino acid transporter 1	Uncharacterized protein MJ0609
gene:Smp_123470	5.87325948746553e-05	0.999941267405125	0.199905075720141	0.186064615838016	5.70052037675525	30.6810604739953	Leucine-rich repeat-containing protein 74B	RAN GTPase-activating protein 1
gene:Smp_123810	5.89725817956577e-07	0.999999410274182	0.386832307739998	0.383172443788601	34.072346824806	88.937802424982	Interferon regulatory factor 2-binding protein 2-B	Protein C14ORF4, MY039 protein
gene:Smp_124300	0	1	2.55491857676244	2.55698818570371	1019.91674934906	398.868162617853	Lamin B receptor (ERG24)	Isoprenylcysteine carboxyl methyltransferase
gene:Smp_124380	4.71093098854958e-05	0.999952890690115	0.205061652549746	0.189885237909794	5.27051605783508	27.7989867119823	Leucine-rich repeat-containing protein 63	Variable lymphocyte receptor B
gene:Smp_124510	1.37128592428981e-05	0.999986287140757	0.241977003802197	0.225752968750497	5.58986910676449	24.7952955305916	Alpha-amylase	Monobody YSMB-1
gene:Smp_124590	0.00136463098674144	0.998635369013259	0.456746194619998	0.453801884415744	44.4435458653646	97.9480459931256	Leucine-rich repeat-containing protein 9	TLR4, TOLL-like receptor 4
gene:Smp_124600	0	1	3.32549294993099	3.32934945404477	1065.85330440035	320.131612982516	Transcription factor kayak	Protein (GCN4)
gene:Smp_124760	0	1	3.69545302827657	3.70087446949155	976.872365707776	263.949875905217	Enolase	Plectin
gene:Smp_124770	0	1	0.468900361859493	0.467167228999891	75.9941698323901	162.681569772776	Cilia- and flagella-associated protein 157	HBS1P, elongation factor 1 alpha-like protein
gene:Smp_125130	1.24511512211711e-12	0.999999999998755	2.04239312885487	2.04490469768612	450.578837077977	220.337108394749	Transmembrane protein 145	Vitellogenin
gene:Smp_125340	1.11022302462516e-16	1	2.04218927685392	2.04334565569158	977.698080223517	478.473940052036	Hepatoma-derived growth factor-related protein 3	Hepatoma-derived growth factor
gene:Smp_125360	4.04484223892609e-11	0.999999999959552	2.24728437718958	2.24907848954333	830.110919427556	369.083796987098	Tyrosine-protein kinase CSK	Carboxyl-terminal SRC kinase
gene:Smp_125510	0	1	2.60886489382878	2.6113501817706	897.478469379537	343.677520595574	Cadherin EGF LAG seven-pass G-type receptor 3	EP-cadherin, C-cadherin
gene:Smp_125600	0.0121096454288978	0.987890354571102	3.7106248180516	4.05609646431422	16.8860885282693	4.15560322884875	Hypothetical protein	Hypothetical protein
gene:Smp_126050	0	1	2.14912425470941	2.15142743378164	569.87455704117	264.87672036661	Protocadherin-11 Y-linked	Cadherin-2
gene:Smp_126470	1.94678495546441e-10	0.999999999805322	0.405879718319443	0.404549578676715	95.923390758876	237.126301248106	Zeaxanthin epoxidase, chloroplastic	Protein YPL144W, DMP1
gene:Smp_126990	0	1	3.27132636755411	3.2740878952526	1429.678334742	436.657670655707	Synapsin	Synapsin II
gene:Smp_127010	0	1	2.20464761272613	2.20570856478942	1329.62761486722	602.806544348941	CREB binding protein	Histone acetyltransferase P300
gene:Smp_127190	1.72745631132898e-08	0.999999982725437	2.03247860007457	2.03403676070929	715.554075277519	351.785055576082	Hypothetical protein	Hypothetical protein
gene:Smp_127220	3.07618375217089e-11	0.999999999969238	0.399025483119331	0.397666433561276	93.3499473649741	234.759493942185	Putative cysteine ligase BshC	Corticotropin-releasing factor receptor 1, T4-Lys chimeric construct
gene:Smp_127680	1.75415237890775e-14	0.999999999999982	2.06306773578322	2.06341410646879	3362.21756210703	1629.43876240133	DmX-like protein 1	Antiviral protein SKI8
gene:Smp_127860	2.14383333307921e-09	0.999999997856167	0.340042154533664	0.339521186178398	228.335591757883	672.541820191573	Sex peptide receptor	C-X-C chemokine receptor type 4, lysozyme chimera
gene:Smp_128120	0	1	2.19424907825394	2.1951406789015	1561.00759374746	711.114170196065	Protein polybromo-1	Chromatin structure-remodeling complex protein RSC4, linker, histone H3
gene:Smp_128190	0.000699014255317487	0.999300985744683	0.463006185203387	0.459417046802655	36.4827913665874	79.4228195276199	Phage-like element PBSX protein XkdC	Transport activator
gene:Smp_128330	0.00160390321100157	0.998396096788998	0.487718961577252	0.481500506581705	21.0492759046294	43.7267679094142	Protein FEV	Transcriptional regulator ERG
gene:Smp_128340	0.0080872721753884	0.991912727824612	0.15279018912976	0.109659580098778	1.13359662425917	10.4186066318059	CRISPR-associated endonuclease Cas1	Sulfotransferase
gene:Smp_128430	0.00588561060909754	0.994114389390902	4.51649801555474	5.04760294454773	17.733370869441	3.50520732996776	Lysosome membrane protein 2	Lysosome membrane protein 2
gene:Smp_128510	1.21543056659235e-05	0.999987845694334	0.0456779718473821	0.0406269991995295	4.06526240303795	100.299215136055	D-aminoacyl-tRNA deacylase	Telomeric repeat-binding factor 2
gene:Smp_128860	0	1	3.66861890110779	3.68972213299963	247.704910414863	67.1264675945064	Lysyl oxidase homolog 2B	MAC-2 binding protein
gene:Smp_128920	0	1	3.63282658631058	3.63685336283271	1262.43195242856	347.11478796375	Spectrin beta chain	Actinin
gene:Smp_129820	3.15433235087426e-11	0.999999999968457	2.16858221867881	2.16923957797713	2047.306013647	943.78432978822	Canalicular multispecific organic anion transporter 1	Multidrug resistance protein PGP-1
gene:Smp_129830	0	1	3.12625168033618	3.13011455147591	914.704536632853	292.220370994425	Protocadherin alpha-10	EP-cadherin, C-cadherin
gene:Smp_129840	0	1	2.77671214732542	2.77853508610532	1437.73469370138	517.437017635713	Hypothetical protein	Angiotensinogen, serpin A8
gene:Smp_129920	3.96281298754575e-05	0.999960371870125	0.221991478817289	0.212968745479161	9.73951483700901	45.7690875138672	Uncharacterized sodium-dependent transporter HI_0736	Leutaa, Na(+):neurotransmitter symporter (SNF family)
gene:Smp_129950	0	1	2.02531422060374	2.02584565180258	2075.08119639087	1024.29863602292	RNA-binding protein 12	U4/U6 snRNA-associated-splicing factor PRP24
gene:Smp_129960	2.99480146126463e-07	0.999999700519854	0.101410480658851	0.101044980670135	131.87931925392	1305.24354529461	Nestin	RPS24, 30S ribosomal protein S24E
gene:Smp_130070	0	1	3.49244187896245	3.49889325951832	717.658646280794	205.103043768472	Nephrin	Vascular endothelial growth factor receptor 2
gene:Smp_130580	8.98533720117278e-06	0.999991014662799	2.17539769429716	2.17624702220216	1598.95343178909	734.724345630986	Disabled homolog 2	Disabled homolog 2
gene:Smp_130890	0	1	2.18108450873957	2.18389417831993	487.38179621082	223.165555413482	Transient receptor potential cation channel subfamily M member 1	Transient receptor potential cation channel subfa member 1
gene:Smp_131380	0.0132264372108541	0.986773562789146	0.491772736096862	0.489613600101341	61.1760383645487	124.958012228182	30S ribosomal protein S19	Epidermal patterning factor-like protein 9
gene:Smp_131580	1.8276044233545e-08	0.999999981723956	2.70281563652275	2.70359158182207	3149.90263874404	1165.07449720101	Lysosomal alpha-mannosidase	Alpha-mannosidase 2
gene:Smp_131630	1.02234932741752e-07	0.999999897765067	0.338584482278114	0.336513303685741	57.0431949862402	169.532167757862	ankyrin repeat-containing protein kinase, putative	Protein (RNAse L)
gene:Smp_131890	1.11022302462516e-16	1	2.38189891045185	2.38226255205444	4806.31612470071	2017.53677315302	Sodium- and chloride-dependent glycine transporter 2	Transporter
gene:Smp_132540	5.97927313217284e-07	0.999999402072687	2.01415052385932	2.01612641074856	549.37778490486	272.486695631739	Slit homolog 1 protein	Protein TOLL
gene:Smp_132660	0.00890080856223763	0.991099191437762	0.351372351166829	0.337474440134179	8.35195288168318	24.7680331996654	Putative protein tag-52	FERM, rhogef and pleckstrin domain-containing Pro
gene:Smp_132670	5.35395596745758e-08	0.99999994646044	0.258263432044545	0.258261248264671	46571.5705679186	180327.394443547	myosin regulatory light chain 2 smooth muscle	RLC, myosin regulatory light chain
gene:Smp_132900	0	1	2.12073706453484	2.12221088815536	856.766727459258	403.708938697924	Hypothetical protein	Gelsolin, protein cordon-BLeu, thymosin beta-4
gene:Smp_133900	0.000422829931909674	0.99957717006809	2.70257291162685	2.72684196944674	101.552567944158	37.2354909679874	Myoglobin	Indoleamine 2,3-dioxygenase
gene:Smp_134530	0	1	3.44015127262322	3.44875824335721	519.088861329134	150.50761379012	Solute carrier organic anion transporter family member 5A1	Nitrate transporter 1.1
gene:Smp_134540	2.78497168948455e-06	0.999997215028311	2.78176415150205	2.80384424833241	120.112407807335	42.8320401307161	Hypothetical protein	Lipovitellin (LV-2)
gene:Smp_134550	6.06718009166229e-11	0.999999999939328	0.285519767167392	0.28546704235978	2053.76134495638	7194.41541590483	Hemopexin	Terminase DNA packaging enzyme small subunit
gene:Smp_134870	3.79609510908763e-05	0.999962039048909	2.33940679314919	2.34029025729596	1883.70064900241	804.894709204276	Early growth response protein 1	QGSR zinc finger peptide
gene:Smp_134960	1.21044621104183e-07	0.999999878955379	0.497743271181662	0.497050512319522	191.312082666693	384.904768066276	Neuropeptide CCHamide-1 receptor	P2Y purinoceptor 12, soluble cytochrome B562
gene:Smp_135210	7.02718900846833e-08	0.99999992972811	2.23862854070459	2.239508573326	1673.45233354323	747.235334746764	Multiple epidermal growth factor-like domains protein 6	Laminin subunit beta-1
gene:Smp_135380	1.27193405807802e-08	0.999999987280659	2.58351051821403	2.59033325663218	319.172280554842	123.210546907476	Protein hunchback (Fragment)	AART
gene:Smp_135390	1.50629873518771e-06	0.999998493701265	0.303629473327564	0.299238669535236	25.1861953382053	84.1910004166204	Two-component response regulator-like APRR3	DNA replication complex GINS protein PSF2
gene:Smp_135820	0.000111993395533361	0.999888006604467	0.479385524381617	0.477508561752433	70.3073794051891	147.248887143568	V-set and immunoglobulin domain-containing protein 1	KIN of IRRE-like protein 1
gene:Smp_136050	0	1	0.481001245313432	0.48039599819344	218.692559498741	455.244748834683	Malignant fibrous histiocytoma-amplified sequence 1	Platelet glycoprotein IB alpha chain precursor
gene:Smp_136110	5.07097146607016e-06	0.999994929028534	0.337811429608354	0.333227066649909	25.5442921874565	76.6773244852707	Protein phosphatase 1 regulatory subunit 37 homolog	Nacht, LRR and PYD domains-containing protein 1
gene:Smp_136690	2.03263969422718e-06	0.999997967360306	2.00715704471134	2.00987577976195	395.284185055104	196.665928450624	Cholinesterase	ACHE, acetylcholinesterase
gene:Smp_136700	0	1	0.470147942150725	0.469859274869354	457.863773009588	974.481294519834	Hypothetical protein	Flavodoxin, WRBA-like protein
gene:Smp_136920	1.5569012673522e-05	0.999984430987326	0.446178522388552	0.445204463647166	134.379412782697	301.849985144272	Polypeptide N-acetylgalactosaminyltransferase 2	Polypeptide N-acetylgalactosaminyltransferase 1
gene:Smp_136930	0	1	0.394822496406585	0.394730605999123	1380.16545625001	3496.48972734335	Major egg antigen	TSP36, small heat shock protein
gene:Smp_137120	0	1	4.29561833336883	4.32062437206306	302.304809764798	69.9601672099871	Atherin	Heterochromatin protein 1-binding protein 3
gene:Smp_137180	5.17208498251875e-12	0.999999999994828	3.65070244808087	3.6955565817814	115.936932244755	31.3646873248696	Hypothetical protein	GTPase IMAP family member 4
gene:Smp_137310	0.0131832632904664	0.986816736709534	0.487000762944491	0.479882876789646	18.3520783371909	38.2536664596803	Alpha-2B adrenergic receptor (Fragment)	Muscarinic acetylcholine receptor M2
gene:Smp_137910	0	1	2.65538926287177	2.66230477839083	338.330701823673	127.075638192099	Tight junction protein ZO-3	Disks large homolog 4
gene:Smp_137940	0	1	0.446697219857612	0.44658592285538	1178.69551430336	2639.36006067489	Guanylate kinase	Postsynaptic density protein 95
gene:Smp_138880	0	1	2.51764738303673	2.52103508633891	599.595075476478	237.830829239403	RNA binding protein fox-1 homolog 1	Ataxin-2-binding protein 1
gene:Smp_139180	5.81488179496326e-07	0.999999418511821	2.25339071999256	2.26300294590719	156.653752668794	69.2182583865532	Frizzled-5	Smoothened homolog/soluble cytochrome B562 chimer protein
gene:Smp_139250	0.00219420946539439	0.997805790534606	0.173860155714574	0.121339604722412	1.00332269891626	8.34112905826943	WD repeat-containing protein 86	FBW7, F-BOX/WD repeat protein 7, F-box PROT
gene:Smp_139380	1.23072929625323e-09	0.999999998769271	0.0677569261562951	0.0665690764022795	27.7271021087682	416.656470496779	Hypothetical protein	BCL-2-modifying factor
gene:Smp_139530	2.22044604925031e-16	1	2.47679032773801	2.47874320837398	995.156110032622	401.470115677427	cellular tumor antigen P53, putative	Cellular tumor antigen P53
gene:Smp_139580	1.27700189311852e-08	0.999999987229981	0.0184699271522397	0.0168556724127192	5.43124802970165	322.804059057989	UPF0317 protein Jann_2570	Ribonucleases P/MRP protein subunit POP7
gene:Smp_140110	9.41732886816649e-05	0.999905826711318	0.394257208550112	0.393347629802405	139.063821396055	353.554661024949	Cilia- and flagella-associated protein 221	Hydrocephalus-inducing protein homolog
gene:Smp_140140	0	1	0.494824753034658	0.494409850547171	319.587990013892	646.413184449475	Tetraspanin-17	CD81 antigen
gene:Smp_140540	4.88665247155851e-08	0.999999951133475	0.233703620379789	0.223700251947127	9.08783137123006	40.6597412812052	Replicase polyprotein 1ab	Uncharacterized protein
gene:Smp_141120	0	1	2.31424896112665	2.31594542487549	952.52793408334	411.285501116806	Zinc finger protein 592	Transcriptional regulator kaiso
gene:Smp_141230	9.90737958282972e-05	0.999900926204172	0.363821456479889	0.362905838654266	133.858881359521	368.870483863075	Dual specificity tyrosine-phosphorylation-regulated kinase 2	DYRK2, dual specificity tyrosine-phosphorylation-regulat 2
gene:Smp_141250	9.55863602047913e-07	0.999999044136398	0.197467044763633	0.195258665549332	37.6621530533572	192.924602658335	Delta-like protein D	WIF-1, WNT inhibitory factor 1
gene:Smp_141270	0	1	0.316173510217423	0.315347861460345	138.653251429048	439.705210963893	Caspase-8	Caspase-8
gene:Smp_141290	9.3699159542382e-11	0.999999999906301	2.4282540293594	2.42841884436053	11172.5633606678	4600.7504440287	Innexin unc-9	SHC adaptor protein
gene:Smp_141480	5.51699486095458e-08	0.999999944830051	0.0937273406610759	0.0921634681589066	28.3454957374537	307.655242030212	Tubulin glycylase 3D	30S ribosomal protein S27E
gene:Smp_141490	1.80299543467433e-05	0.999981970045653	0.394302266113614	0.393866694905676	290.77161458004	738.26418855427	RING finger protein 151	Tripartite motif protein 32
gene:Smp_141810	1.00778356102449e-05	0.99998992216439	2.19163239330438	2.20573331698952	98.9520406259042	44.8558230184289	Hypothetical protein	1-phosphatidylinositol 4,5-bisphosphate phosphodi beta-3
gene:Smp_141860	7.32747196252603e-15	0.999999999999993	2.01809261545538	2.01845778322394	2987.67922357003	1480.17415267423	Protein furry homolog-like	  3 2nyt_A Probable C->U-editing e  36.2      12 0.00037   41.1   0.0   41 1803-1843   88-134 (190)
gene:Smp_141930	0.00105893726173034	0.99894106273827	0.36088792615482	0.358920265096835	61.8835811895293	172.433818887827	Phagocyte signaling-impaired protein	Mitogen-activated protein kinase kinase kinase 2
gene:Smp_141940	0.00409471044520704	0.995905289554793	0.481327311365641	0.480675452495357	203.04451231986	422.425785446774	Stage II sporulation protein B	Immunomodulatory protein FIP-FVE
gene:Smp_142320	0	1	2.98205305471444	2.98498519901334	1071.24538607612	358.871305820282	Zinc finger MIZ domain-containing protein 1	E3 SUMO-protein ligase PIAS2
gene:Smp_142560	1.01030295240889e-14	0.99999999999999	2.22593731868993	2.23245588019758	222.895242624937	99.8375466423145	Insulin gene enhancer protein ISL-2 (Fragment)	Fusion protein insulin gene enhancer protein ISL- domain-binding protein 1
gene:Smp_142700	0	1	0.453618321976672	0.453259324728832	366.235802775066	808.017067053011	Neuronal acetylcholine receptor subunit alpha-9	Acetylcholine receptor protein, alpha chain
gene:Smp_142710	0	1	2.18507203836479	2.18542275963972	3920.46782752402	1793.91193580446	Serine/threonine-protein kinase SMG1	Serine/threonine-protein kinase MTOR
gene:Smp_143130	1.4361845046551e-12	0.999999999998564	0.461497989530896	0.461467437519645	4318.25694222531	9357.67505235318	Four and a half LIM domains protein 2	Fusion protein insulin gene enhancer protein ISL- domain-binding protein 1
gene:Smp_143190	0.00723072206086672	0.992769277939133	0.260532950411577	0.255354561589673	19.3492572590577	75.8032423346559	Hypothetical protein	Doublesex protein
gene:Smp_143310	0	1	0.377603069773492	0.377178394289324	293.469627496926	778.082361440525	Hypothetical protein	MHP1
gene:Smp_143480	0	1	2.10699985880857	2.10823499292191	1003.15729926995	475.822771317208	Low-density lipoprotein receptor-related protein 11	Relaxin receptor 2
gene:Smp_143670	6.22444455955495e-05	0.999937755554404	0.433765737354311	0.432569879554036	108.731114612682	251.373926048642	RNA polymerase I-specific transcription initiation factor RRN3	RNA polymerase I-specific transcription initiatio RRN3
gene:Smp_143970	3.61465302134434e-11	0.999999999963853	0.122179300203923	0.118909555631562	16.9384367425195	142.522167852294	Kelch-like protein 10	Kelch-like protein 3
gene:Smp_144120	2.64780272479781e-05	0.999973521972752	0.118429373437808	0.111742478664747	7.81117175714649	69.9828250259405	LIM/homeobox protein Awh	Flinc4, fusion protein of LMO4 protein and LIM domain- binding protein 1
gene:Smp_144180	1.79660292976003e-07	0.999999820339707	2.04651800790527	2.04788603958244	831.710178368267	406.125967672231	Histone-lysine N-methyltransferase 2A	Histone-lysine N-methyltransferase HRX
gene:Smp_144210	1.11022302462516e-16	1	2.02288862523563	2.02452590677882	671.494955707762	331.675039672414	Death-associated protein kinase 1	Tankyrase-1
gene:Smp_144440	0	1	0.0265548958879193	0.0249564456491834	8.05893054335083	323.310502317399	Hypothetical protein	Thymine dioxygenase JBP1
gene:Smp_144500	0.00997968281300365	0.990020317186996	0.357176883018033	0.349907350619438	16.4170272020835	46.9367908376398	NADPH-dependent 7-cyano-7-deazaguanine reductase	26S protease regulatory subunit 7 homolog
gene:Smp_144520	3.74145159298678e-14	0.999999999999963	2.10598723084956	2.10749677355169	819.760958621154	388.968511810303	Mediator of RNA polymerase II transcription subunit 1	E2 glycoprotein
gene:Smp_144540	8.70791216911471e-11	0.999999999912921	0.106938794907995	0.104379713844725	19.3290075576972	185.265537222356	Fez family zinc finger protein 2	AART
gene:Smp_144740	0.0260577404760054	0.973942259523995	0.418709935451287	0.411949327161996	18.7949344884054	45.6386593095236	Band 4.1-like protein 3	Protein 4.1
gene:Smp_144770	1.83949906071845e-05	0.999981605009393	2.06833812031512	2.06862233218488	4128.2650298157	1995.65395740077	Integral membrane protein GPR155	Smoothened homolog/soluble cytochrome B562 chimer protein
gene:Smp_144860	0.000128200433149539	0.99987179956685	0.268109000122886	0.267335590246199	134.301863046361	502.399211293822	Protein boule-like	Deleted in azoospermia-like
gene:Smp_145020	0.000172769579403709	0.999827230420596	0.237158769520745	0.215435626950712	4.00651997260724	18.6337128782147	Delta-1-pyrroline-5-carboxylate synthase	Delta 1-pyrroline-5-carboxylate synthetase
gene:Smp_145490	0.012859473675586	0.987140526324414	0.0827219361017147	0.0352584862625305	0.35176476876306	10.2503601887331	Poly(rC)-binding protein 4	RNA-binding neurooncological ventral antigen 2
gene:Smp_145580	1.85107385086702e-07	0.999999814892615	0.311214086001582	0.310072603415453	99.3243061672792	320.348216343884	Synaptonemal complex protein 1	Smooth muscle myosin heavy chain
gene:Smp_145640	9.42011169563495e-05	0.999905798883044	0.324625277892773	0.315191040186483	11.9693361352907	37.9965884112793	Coiled-coil domain-containing protein 169	Uncharacterized protein
gene:Smp_145680	0	1	2.31242436309639	2.31548397158894	527.30619005985	227.724761514239	Hypothetical protein	FYVE, rhogef and PH domain containing protein 3
gene:Smp_146000	0.000343828277146518	0.999656171722853	0.191151366761261	0.178923917735816	6.27377598893846	35.1098211421715	Small lysine-rich protein 1	60S ribosomal protein L40
gene:Smp_146580	2.6107192629965e-07	0.999999738928074	0.291694179585813	0.29133368147476	303.889100416148	1043.12067709089	Hypothetical protein	Homeobox protein MEIS2
gene:Smp_146640	3.77475828372553e-15	0.999999999999996	2.70911657696485	2.72837479844409	128.542474071429	47.1068675743298	LARGE xylosyl- and glucuronyltransferase 2	Glycosyl transferase family 8
gene:Smp_146720	6.19875593965702e-06	0.99999380124406	2.63321267281704	2.63357797596568	6251.08944276625	2373.60471724569	Tissue-type plasminogen activator	Hepatocyte growth factor alpha chain
gene:Smp_146750	0	1	0.283069571778047	0.282459389970343	176.185444396127	623.780359437603	Sodium/hydrogen exchanger 2	NAPA, Na(+)/H(+) antiporter
gene:Smp_147060	0.000552191477340536	0.999447808522659	0.412150733927984	0.406710650688206	23.3228012336358	57.3595357968959	Protein FRIGIDA	Unknown function protein
gene:Smp_147410	2.39744009089549e-08	0.999999976025599	0.486747787248074	0.486405009592906	386.657140287974	794.938926639538	Calcium-binding mitochondrial carrier protein SCaMC-3	EH domain protein REPS1
gene:Smp_147590	3.99680288865056e-15	0.999999999999996	2.0276294219802	2.02842560818866	1389.94859939858	685.23011617058	Nitrate reductase [NADH], clone PBNBR1405	Breast cancer anti-estrogen resistance protein 1
gene:Smp_147750	0.00175371787417344	0.998246282125827	0.465734357479757	0.464232086698381	87.642656165161	188.8021452107	Centrosomal protein of 162 kDa (Fragment)	Cellulose synthase subunit A
gene:Smp_148110	0	1	3.53086749104436	3.5396935166506	538.868411295269	152.228720318695	Transcription factor SOX-10	Transcription factor SOX-5
gene:Smp_148630	2.91112416284101e-07	0.999999708887584	0.497196358061557	0.495188900561023	65.8381923225765	132.965905251458	GTP-binding protein Sar1	Ribonuclease P protein component 2
gene:Smp_148790	0	1	3.00145813070889	3.0023555543897	3554.92780397704	1184.03957027139	Laminin subunit beta-1	Laminin subunit beta-1
gene:Smp_149330	7.42911931650436e-06	0.999992570880683	2.06200725046812	2.06885527546209	170.328632590375	82.3247261699245	Protocadherin-1	EP-cadherin, C-cadherin
gene:Smp_150150	6.28095995032218e-05	0.999937190400497	2.65935331658348	2.6856269560046	90.0403116424609	33.5204616455103	Outer capsid protein P8	6-phosphogluconolactonase
gene:Smp_151040	8.18311214345613e-08	0.999999918168879	0.329307578876462	0.328460612501644	138.079745377734	420.40492989374	Cyclin-dependent kinase 5 activator 1	Cyclin-dependent kinase 5 activator 1
gene:Smp_151600	0.000403371465973357	0.999596628534027	0.300714093868013	0.300550421379603	681.727732268638	2268.28737632471	neuronal calcium sensor 2	Neurocalcin delta
gene:Smp_151640	2.11503621283526e-08	0.999999978849638	3.77478947192506	3.84046781413129	86.1315904754296	22.4199732856672	Insulin-like growth factor I (Fragment)	Uncharacterized protein
gene:Smp_151660	0	1	0.173551815381572	0.167219452750448	11.5766409987943	69.2800306047872	Carboxylesterase 1C	Thylakoid soluble phosphoprotein
gene:Smp_151920	2.1456641574602e-08	0.999999978543358	0.254618265264434	0.250550622437132	24.3654320110693	97.2774534254471	Paladin	Phytase
gene:Smp_152200	3.07689540512968e-10	0.99999999969231	0.0805329119983062	0.074958383787338	6.55400926278932	87.5587138801159	M-phase inducer phosphatase 3	Protein (M-phase inducer phosphatase 2 (CDC25B))
gene:Smp_152210	5.50715368302646e-05	0.99994492846317	3.58770798365097	3.68136034134015	53.9939815787871	14.6595722698875	Protein odd-skipped-related 2	Zinc finger protein GFI-1
gene:Smp_152290	1.09438332227541e-05	0.999989056166777	0.448869073054979	0.447750145783633	117.07723755638	261.491282934166	Arrestin red cell isoform 2	CONE arrestin
gene:Smp_152310	0.000965443973156899	0.999034556026843	0.0939966573694214	0.077834053418195	2.30637579140978	29.7504414736581	Hypothetical protein	Golgi to ER traffic protein 1
gene:Smp_152630	0.00744034884100964	0.99255965115899	0.481668771727312	0.481269531315302	331.718013530386	689.266989182712	MEG-12	Protein (canavalin)
gene:Smp_153070	0	1	0.401595198276057	0.399818903705086	71.4995929242532	178.844957235839	Sodium channel protein type 10 subunit alpha	Phosphoprotein
gene:Smp_153090	5.71664414361628e-07	0.999999428335586	0.127312893429537	0.121559289961183	9.77876014771332	80.5166314967713	Cadherin-related tumor suppressor	T-plasminogen activator F1-G
gene:Smp_153140	0	1	3.12908050049104	3.13694320328639	450.960131187312	143.751012540762	Dynein heavy chain 5, axonemal	Dynein heavy chain, cytoplasmic
gene:Smp_153170	0.000243356761034152	0.999756643238966	0.274965853317485	0.274941288672639	4308.31875696442	15669.9855025459	Calcium/calmodulin-dependent protein kinase type 1	Titin
gene:Smp_153920	0	1	2.74899944610267	2.75359330434056	556.576643410437	202.121027313683	Cyclin G	Cyclin homolog, V-cyclin
gene:Smp_153930	0	1	0.203545757540506	0.202901009724218	133.058744340623	655.82086314597	Leishmanolysin-like peptidase	Leishmanolysin
gene:Smp_154090	7.20991044644848e-11	0.999999999927901	0.362013238549376	0.35951684236897	48.7696071903399	135.671006956213	Mitochondrial fission regulator 2	Lamin-B1
gene:Smp_154500	4.1528256249368e-06	0.999995847174375	0.491829975289238	0.49156099573619	493.036740460624	1003.01250328509	Glutamate-rich protein 2	FIS1
gene:Smp_154640	0	1	2.36958574011729	2.37111454542787	1127.73387767499	475.607628785408	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	SWI/SNF-related matrix-associated actin- dependent regulator of chromatin subfamily...
